S,id,α,β,L
20,1,0.27670540511849395,0.06978197624879752,8.827435311761104
20,2,0.306117900387579,0.09556548645742101,9.965342283259348
20,3,0.2949086494596157,0.08453920953602435,9.557808353311593
20,4,0.3080586150479812,0.09235137287890975,9.65044715662953
20,5,0.2918533934681209,0.07246534824072058,8.402586983703921
20,6,0.32641065736420033,0.11714850473128682,10.649476292410936
20,7,0.3105665737287839,0.09974547267741227,10.417592132131851
20,8,0.3079511344943542,0.09730693418183199,10.152488835752033
20,9,0.3190484270509669,0.10410736118264186,10.363567002625038
20,10,0.30266228289995034,0.09286795103729181,9.867001676075988
20,11,0.3010090964245077,0.08568905036481522,9.169184088868262
20,12,0.3104951039234526,0.09916232969840869,10.085137966872754
20,13,0.30157189541500673,0.08172358600265933,8.781951610837899
20,14,0.3184101480001722,0.10427804745592811,10.22943246528249
20,15,0.301421304025289,0.08560594366798298,9.175393758275622
20,16,0.2933323609973103,0.07752885594916502,8.82566294383357
20,17,0.30449868581025485,0.08894842293481732,9.418296479066935
20,18,0.3220394797485753,0.11301467631007137,10.849526312859004
20,19,0.3084681691986712,0.09325594648054632,9.594443960307196
20,20,0.30002471462289765,0.08309319774634377,8.890158544878734
20,21,0.42365827883068535,0.22020458347233582,14.758517120995975
20,22,0.5146320955299549,0.30716362705335487,14.761129023838015
20,23,0.4616996264885695,0.266499201295596,14.750903278435246
20,24,0.301197072780694,0.08455100701683672,8.966337654107974
20,25,0.29066782101991717,0.07950404157394918,9.024987749574438
20,26,0.30925428726081233,0.09305826182498012,9.597430260393038
20,27,0.28675801487233893,0.07218452993162952,8.56702159270772
20,28,0.29281900732519434,0.0791307350552875,9.181535476135565
20,29,0.27736770876170225,0.06472247445039846,8.229550052966143
20,30,0.31443985952161146,0.10362204841644256,10.286669582872806
20,31,0.30355677531978553,0.09318907118740474,9.91990091046792
20,32,0.295977086913531,0.07978612981161137,8.949400922037274
20,33,0.29173659541711233,0.07776732041797346,8.906077483645806
