S,id,α,β,L
40,1,0.5852451557423292,0.2657382303338399,14.819968125958711
40,2,0.5262354394738056,0.21789157651382168,14.837188043162646
40,3,0.594689207465763,0.24497198672180365,14.835134512745055
40,4,0.6052333885615799,0.26400391624280256,14.818509951488696
40,5,0.3988760423167666,0.0880586830062183,10.645000881831486
40,6,0.3959672832692079,0.08956217361335747,10.824954493057398
40,7,0.39587793403926846,0.08077281874978334,9.956808723743299
40,8,0.40913249286355924,0.08891367122471952,10.362910558692233
40,9,0.398476379232406,0.07387707929813124,9.324326686494397
40,10,0.43084565932331204,0.09959346402056811,10.457689390690689
40,11,0.40546408619919294,0.0826692329672157,9.905421922613991
40,12,0.40640167964510626,0.08394690354715527,10.066107400069665
40,13,0.40820787082662047,0.07656661884595738,9.179538304824598
40,14,0.41555683191306614,0.06735537845901936,8.16405235143053
40,15,0.41467251981130254,0.10977189069765955,12.025996259226474
40,16,0.4097512711133329,0.06980936899762225,8.611752501237122
40,17,0.401158569739727,0.08295073035028735,10.146046914967654
40,18,0.4105206156419712,0.0819428908160655,9.609715700058574
40,19,0.40453731497803563,0.08167707334284253,9.727682276206554
40,20,0.41272856132487706,0.08880755459990385,10.242052265608146
40,21,0.40437631745275054,0.0723787756383053,9.061441063324617
40,22,0.40064210194367006,0.08286335064166195,10.01725723052295
40,23,0.4135582226821221,0.0840468170920008,9.787935569353623
40,24,0.41225313441250766,0.10109242137852412,11.175791430747276
40,25,0.4008785300037575,0.0786165557387419,9.681537585826849
40,26,0.4030052523915653,0.07299240647545345,9.101446495772501
40,27,0.39953638693635724,0.08365767767910667,10.066546982834831
40,28,0.38815882043958316,0.07320209982225437,9.607757546805512
40,29,0.403447375275839,0.07037196052358755,8.829071656877696
40,30,0.3970736573031783,0.082475677130951,10.15876996625046
40,31,0.4023195063448981,0.0899959203385736,10.851204854910403
40,32,0.40678620603813437,0.08026090848651148,9.674340795769291
40,33,0.3977100023065357,0.07787399671912816,9.667626444073017
40,34,0.3997012077315946,0.07979287336169189,9.844658866043602
40,35,0.39654654201207595,0.0790983071259623,9.92654899484083
40,36,0.3992414073653334,0.07743006038711354,9.675975556067101
40,37,0.39693413488304663,0.0696924962593803,8.856250970816467
40,38,0.3939375763617801,0.07814386463990357,9.81818858477406
40,39,0.4014785714056654,0.08178365862551983,9.926994334113019
40,40,0.4142323006801153,0.07588740026456095,9.071332455739274
40,41,0.4073572222313544,0.07418778980598749,9.153149593430932
40,42,0.4066604014420422,0.0768867904140091,9.425930800939003
40,43,0.4096954512736379,0.07671769575899406,9.270647883394751
40,44,0.3981061447900122,0.07497917372808802,9.317948990972678
40,45,0.40419287395306513,0.08065613682259232,9.598962397475512
40,46,0.3975643831056922,0.08681566224280819,10.629535840781596
40,47,0.39296153124649386,0.08469980606042771,10.433726621338433
40,48,0.4025423437202224,0.08483536468855045,10.277249738953591
40,49,0.40784731876121655,0.07967179187026331,9.62721082918652
40,50,0.3994105596825031,0.07271802949397226,9.193848983353565
40,51,0.4004186129386814,0.06988296744561405,8.76770292844083
40,52,0.4134412846622108,0.09229033187782319,10.445553723973866
40,53,0.40054439259967917,0.07280263673124039,9.22678074962467
40,54,0.40696680792165524,0.0937764610982933,11.084333147723902
40,55,0.400347675367713,0.09146770903469657,10.829412186114268
40,56,0.4100287328702469,0.07198326665107224,8.78558472700712
40,57,0.40690340479135,0.05814597611844918,7.666385416618572
40,58,0.40617949900925965,0.07931423373158798,9.557073877588921
40,59,0.4077875063392554,0.08164970797478852,9.795798377963926
40,60,0.39981066553571004,0.06685311450504908,8.587474728817472
40,61,0.41895616866337804,0.09628487473775971,10.776100849974766
40,62,0.3944756066872927,0.08409268441990067,10.349962894254496
40,63,0.3937098551898717,0.08024866871273842,10.022437754832756
40,64,0.4092425912634592,0.0808282878913049,9.537024133825815
40,65,0.41276872827676686,0.06713387327596028,8.29410101662206
40,66,0.4142764393088656,0.07517261355329226,8.903727862493474
40,67,0.4066076307358585,0.08470295846056065,9.963657798949479
40,68,0.4272496011004743,0.08138252758903865,9.019741143053535
40,69,0.39169590467157717,0.06522344854417739,8.78142172781448
40,70,0.39875126382720605,0.08448627697712711,10.39625070833067
40,71,0.40390155419869544,0.08625777681817916,10.161530285335848
40,72,0.4101900792938453,0.0724008634131101,8.842262438979864
40,73,0.38044640743537805,0.07139907635578586,9.61660040790584
40,74,0.40768702997593365,0.08953746305688004,10.405316740544098
40,75,0.3968722011649174,0.08538969227070062,10.488622280703241
40,76,0.4191676081901126,0.0701773442397383,8.409795355580329
40,77,0.3919786964206062,0.07859180413142093,9.957332195615278
40,78,0.3981136000901572,0.08261317446879193,10.073562837442502
40,79,0.4093904425095217,0.08831037849515626,10.237814292954523
40,80,0.3998088000946331,0.07535247664114587,9.385048109126652
40,81,0.39736948100279185,0.08059240858578431,10.034002615594861
40,82,0.3992388363882779,0.07867638646634285,9.562905812014892
40,83,0.4187718514138102,0.07936313398793887,9.01901887512578
40,84,0.41640254690680245,0.08700466803863335,9.951168466606305
40,85,0.4082100931390163,0.0885085648806841,10.339078222302694
40,86,0.40845664388727543,0.07646566612452846,9.284723933159691
40,87,0.3957364621253732,0.08061645380487387,10.097938190654407
40,88,0.40287579940605517,0.07595059211537103,9.363167368822184
40,89,0.4016274588375898,0.0744973534893956,9.278073876174474
40,90,0.5483547825110403,0.23571848541292037,14.829251527764214
40,91,0.3946894117402535,0.07645205471166419,9.666157088444082
40,92,0.41621189544125187,0.0880268143662369,10.143174905603948
40,93,0.39563321154320114,0.08608662260664962,10.465398853435724
40,94,0.39709968030278325,0.06983130458991142,8.94905628704574
40,95,0.40689200889581545,0.08791180027008111,10.261135613262041
40,96,0.390021260954791,0.0734711753780495,9.476316389597454
40,97,0.40075654811689665,0.06724164484583652,8.547357595106329
40,98,0.3981700572184782,0.08894782820279415,10.802556577481177
40,99,0.3982281766841665,0.07842927085652565,9.67413157617528
40,100,0.3982757107973043,0.08176422936776512,9.983647149236182
40,101,0.39101045612931823,0.08358377055348941,10.629828208496724
40,102,0.3998915426706282,0.08687588354713033,10.4085857020761
40,103,0.4053532386310522,0.07473258478146459,9.134577143847027
40,104,0.4016855973080553,0.09069685996408905,10.780204139617368
40,105,0.394597794395667,0.07505380898034537,9.41960966414373
40,106,0.4000011567322071,0.08662513081452332,10.504599897316846
40,107,0.4007264364435814,0.08490274637931912,10.170872273423953
40,108,0.4109945824478616,0.07505795777253385,9.002556130724374
40,109,0.4042664271957365,0.09234585554313543,10.706739484311987
40,110,0.40637897640302334,0.0718672246153949,8.871042933700412
40,111,0.41387113147385163,0.07501911001885973,9.0183036097727
40,112,0.4047808295148173,0.0845685874564094,10.146250613029235
40,113,0.4045617429314486,0.0802721389960773,9.723312467392855
40,114,0.4065813687227628,0.08005113391921549,9.678032519755169
40,115,0.4006203336238836,0.07930579784611277,9.719086106207987
40,116,0.3998251859619582,0.08522053439176931,10.333251137714301
40,117,0.412496812611839,0.09073287998019842,10.417912118984809
40,118,0.4026773777348832,0.07098941737012474,8.945237124477739
40,119,0.4035448841787639,0.08483358016038915,10.062454086750924
40,120,0.4053856269831788,0.07048927921298831,8.813515400197083
40,121,0.40609218610102615,0.07224983879193979,8.924932537980757
40,122,0.40317763508449983,0.09258378405918627,10.77752246757356
40,123,0.39445450271591265,0.08013288167462512,9.9402790947917
40,124,0.39528691774077956,0.07807696689496513,9.694721574817763
40,125,0.40724598446894456,0.08970112804644866,10.46632168341223
40,126,0.4004437666232983,0.08019133143121128,9.821849238286836
40,127,0.39033189921278033,0.08151440619509653,10.24097346886798
40,128,0.4017653544632235,0.07841766200989596,9.579045471392131
41,1,0.4270262542690158,0.1051296931969825,22.41727818194624
41,2,0.40753366827989834,0.08882851899342444,21.248124032847322
41,3,0.4406100078037096,0.12595542532550325,25.988668314556477
41,4,0.40488725088633337,0.08680554398332666,21.130784527264083
41,5,0.4170178970210707,0.09836342178848345,22.474334041481555
41,6,0.4047492484357508,0.08006897039772658,20.131295479575627
41,7,0.41867609949307083,0.09953930929634755,22.2455410602636
41,8,0.40840415911709305,0.08909387741811152,21.17669663933822
41,9,0.40992629040762246,0.08735979826753232,21.162198501137055
41,10,0.4082314782380303,0.09296230419351831,21.952198637328184
41,11,0.40975773041864993,0.09473493419438997,22.35899746925449
41,12,0.40985734278958447,0.08973915030726548,21.15781410499654
41,13,0.4027900705488085,0.08665278616735358,21.781562936980954
41,14,0.4125092747473938,0.09147845673196159,21.574280218013644
41,15,0.4193288569420507,0.10896843599072455,24.163996539686025
41,16,0.4097783800001146,0.08961243654498886,21.229753086509373
41,17,0.4230788062502477,0.10281833083026741,22.258801935882147
41,18,0.41477985296305364,0.09439064321727508,21.392511361542326
41,19,0.4124659184255171,0.09100316575140081,21.288871411516208
41,20,0.4033829234527231,0.08715069553652087,21.454220313005628
41,21,0.4126274431035444,0.09016370611682238,20.930908711375952
41,22,0.42298074395339347,0.11330223077190425,24.957275228314405
41,23,0.4062469033246586,0.07937016456862395,19.594452754745486
41,24,0.4109457041272302,0.08995985381733233,21.377283902307553
41,25,0.40834698288599847,0.08934764312643571,21.41771084096641
41,26,0.4068147058039867,0.09151839555553279,21.77223828091766
41,27,0.40888307418157155,0.08981522911387574,21.34957593168414
41,28,0.4150318703197914,0.09245066747824063,21.42694195925919
41,29,0.4053513061086454,0.08960683630832804,21.944709817435324
41,30,0.41531986137707627,0.09353318976557867,21.581026135104803
41,31,0.41032890805397976,0.09086658005439768,21.31178577502992
41,32,0.4168488879960109,0.10086600379982685,22.913693940666402
41,33,0.40742849293799477,0.08804333521143946,21.433246586011336
41,34,0.4287687819077527,0.11360837420352463,24.241079811658164
41,35,0.4067627147029547,0.08493792331579138,20.841637059062244
41,36,0.41127882924441994,0.08759805962948436,20.85111409106961
41,37,0.40129612561600264,0.08637553955750195,21.766164886449502
41,38,0.4106196066234307,0.08910839011128455,21.35467575474243
41,39,0.4223363879971548,0.11663482849222444,24.992352504023273
41,40,0.4078571783254687,0.09206620202761924,21.980382153483745
41,41,0.4148693611038722,0.09105402048149168,21.391249619682853
41,42,0.4255007354351474,0.10716743512338067,23.096658386729956
41,43,0.42918998585359114,0.1259888000951102,26.475541103071503
41,44,0.40468455808270576,0.07863190288741993,19.80732907367341
41,45,0.437041836560946,0.12203831891084777,25.10037416982521
41,46,0.41330197031865745,0.10426859200515047,23.500874508234453
41,47,0.43786615732004647,0.11743889704993518,23.990219928669074
41,48,0.4061623629538404,0.09044571332426764,21.994471580570963
41,49,0.41630113806082014,0.10097029423614387,22.450886503305835
41,50,0.4275819986272294,0.13205175624624726,27.874658405606176
41,51,0.4219198629586858,0.10133770072885606,22.44533312375355
41,52,0.41274369960988044,0.10014140607077297,23.049954987309725
41,53,0.40440687449683316,0.08451206146686747,20.798098793307865
41,54,0.41810715547585076,0.0970474195217349,21.84832444284261
41,55,0.4053999776230669,0.08793219196084041,21.464916621615902
41,56,0.4155342117120241,0.09829921668357987,22.319935309198677
41,57,0.40789535893546186,0.08704698219473156,21.01410025944013
