file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom
MyData_001.datx,add01,46.2269444444444,827,28808,0,0,1009,50
MyData_002.datx,add02,46.3897222222222,790,29715,0,0,537,50
MyData_003.datx,add03,46.9002777777778,702,29647,0,0,527,50
MyData_004.datx,add04,47.0897222222222,143,30048,0,30,47,50
MyData_005.datx,add05,97.1386111111111,787,8225,0,0,11281,10
MyData_006.datx,add06,97.2413888888889,855,8200,0,30,11327,10
MyData_007.datx,add07,97.3447222222222,915,8321,0,0,11297,10
MyData_008.datx,add08,97.4480555555556,794,8151,0,0,11321,10
MyData_009.datx,add09,145.274166666667,716,9371,0,0,10672,10
MyData_010.datx,add10,145.391388888889,677,9314,-100,550,10681,10
MyData_011.datx,add11,145.513055555556,770,9604,0,0,10583,10
MyData_012.datx,add12,145.636388888889,779,9358,0,0,10710,10
MyData_013.datx,add13,164.8675,696,9741,0,0,10477,10
MyData_014.datx,add14,165.008055555556,862,9427,0,0,10717,10
MyData_015.datx,add15,165.156388888889,676,9812,0,0,10432,10
MyData_016.datx,add16,165.293055555556,807,10027,0,0,10390,10
MyData_017.datx,add17,238.800833333333,933,11754,0,0,9589,10
MyData_018.datx,add18,238.946944444444,741,11222,0,0,9759,10
MyData_019.datx,add19,239.086944444444,711,11384,0,0,9663,10
MyData_020.datx,add20,239.234166666667,801,11172,0,0,9814,10
MyData_021.datx,add21,289.6925,550,11680,0,200,9435,10
MyData_022.datx,add22,289.9075,838,11898,0,0,9470,10
MyData_023.datx,add23,290.321388888889,726,11612,0,700,9557,10
MyData_024.datx,add24,290.539722222222,630,11735,0,800,9447,10
