file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom
sw519_001.datx,A,0.328888888888889,4465,24073,0,0,5196,50
sw519_004.datx,A,0.681111111111111,4461,24082,0,0,5189,50
sw519_007.datx,A,1.03333333333333,4468,24090,0,0,5189,50
sw519_010.datx,A,1.38666666666667,4467,24092,0,0,5187,50
sw519_013.datx,A,1.73888888888889,4468,24096,0,0,5186,50
sw519_016.datx,A,2.09111111111111,4473,24100,0,0,5186,50
sw519_019.datx,A,2.44444444444444,4464,24103,0,0,5180,50
sw519_022.datx,A,2.79666666666667,4465,24108,0,0,5178,50
sw519_025.datx,A,3.14888888888889,4462,24117,0,0,5172,50
sw519_028.datx,A,3.50111111111111,4459,24125,0,0,5167,50
sw519_031.datx,A,3.855,4459,24132,0,0,5163,50
sw519_034.datx,A,4.20722222222222,4447,24141,0,0,5153,50
sw519_037.datx,A,4.55944444444445,4441,24155,0,0,5143,50
sw519_040.datx,A,4.91277777777778,4431,24170,0,0,5130,50
sw519_043.datx,A,5.265,4421,24189,0,0,5116,50
sw519_046.datx,A,5.61722222222222,4403,24209,0,0,5097,50
sw519_049.datx,A,5.97111111111111,4385,24234,0,0,5075,50
sw519_052.datx,A,6.32333333333333,4364,24264,0,0,5050,50
sw519_055.datx,A,6.67611111111111,4338,24295,0,0,5021,50
sw519_058.datx,A,7.11277777777778,4305,24332,0,0,4986,50
sw519_061.datx,A,7.54833333333333,4268,24382,0,0,4943,50
sw519_064.datx,A,7.98388888888889,4228,24431,0,0,4898,50
sw519_067.datx,A,8.41888888888889,4188,24474,0,0,4857,50
sw519_070.datx,A,8.85611111111111,4146,24531,0,0,4807,50
sw519_073.datx,A,9.29166666666667,4104,24579,0,0,4762,50
sw519_076.datx,A,9.72722222222222,4058,24625,0,0,4716,50
sw519_079.datx,A,10.1672222222222,4017,24680,0,0,4668,50
sw519_082.datx,A,10.6877777777778,3962,24744,0,0,4609,50
sw519_085.datx,A,11.2083333333333,3908,24812,0,0,4548,50
sw519_088.datx,A,11.7294444444444,3853,24871,0,0,4491,50
sw519_091.datx,A,12.25,3797,24857,0,5,4470,50
