α,β,L,id,time,h_sample,strain
0.33434272,0.011288687,12.32461,007,73.87,187.467,jt305
0.34095082,0.013457768,12.213312,008,73.87,187.467,jt305
0.38077796,0.010229101,10.023015,009,73.87,187.467,jt305
0.32113248,0.011494111,13.054498,010,73.87,187.467,jt305
0.34452024,0.010468377,11.5838585,best,74.83,189.265,jt305
0.32538107,0.011179948,12.634058,001,74.83,189.265,jt305
0.3478159,0.0099691,11.30443,002,74.83,189.265,jt305
0.33523932,0.011928153,12.740902,003,74.83,189.265,jt305
0.3589124,0.009385503,10.933054,004,74.83,189.265,jt305
0.34885573,0.0142824305,12.0753355,005,74.83,189.265,jt305
0.3241648,0.016145317,14.013033,006,74.83,189.265,jt305
0.33844188,0.00786212,11.002917,007,74.83,189.265,jt305
0.3261314,0.014858186,13.485714,008,74.83,189.265,jt305
0.3318617,0.009960141,12.176786,009,74.83,189.265,jt305
0.3520855,0.0103805605,11.087315,010,74.83,189.265,jt305
0.3444503,0.010507217,11.596024,best,75.79,190.578,jt305
0.37936482,0.009543754,10.120109,001,75.79,190.578,jt305
0.3412946,0.009289694,11.513131,002,75.79,190.578,jt305
0.3240571,0.014845043,13.822859,003,75.79,190.578,jt305
0.4138482,0.004201654,8.006036,004,75.79,190.578,jt305
0.38206992,0.011908359,10.307789,005,75.79,190.578,jt305
0.33167887,0.009497309,11.841442,006,75.79,190.578,jt305
0.3202836,0.012296063,13.594033,007,75.79,190.578,jt305
0.35696188,0.0073492015,10.215963,008,75.79,190.578,jt305
0.3520521,0.00913307,10.949367,009,75.79,190.578,jt305
0.35697472,0.008755717,10.518339,010,75.79,190.578,jt305
0.34442616,0.010520105,11.60013,best,76.75,193.092,jt305
0.3284909,0.012400127,13.050786,001,76.75,193.092,jt305
0.3517809,0.012753302,11.822226,002,76.75,193.092,jt305
0.34913298,0.007450197,10.677582,003,76.75,193.092,jt305
0.35845077,0.007243591,10.215461,004,76.75,193.092,jt305
0.36241838,0.0077890023,10.274384,005,76.75,193.092,jt305
0.35875818,0.0065518953,9.876994,006,76.75,193.092,jt305
0.32872415,0.011912038,12.823905,007,76.75,193.092,jt305
0.37444717,0.015804518,11.337837,008,76.75,193.092,jt305
0.3637482,0.012177423,11.279178,009,76.75,193.092,jt305
0.41446853,0.0056952946,8.165786,010,76.75,193.092,jt305
0.34432203,0.010547902,11.611391,best,77.71,195.303,jt305
0.38812974,0.0097379275,9.676179,001,77.71,195.303,jt305
0.36599913,0.0063871583,9.634073,002,77.71,195.303,jt305
0.34960893,0.012541607,11.7045355,003,77.71,195.303,jt305
0.314537,0.014948973,14.729923,004,77.71,195.303,jt305
0.3418204,0.008086699,11.074984,005,77.71,195.303,jt305
0.35449088,0.008423066,10.7016735,006,77.71,195.303,jt305
0.35362965,0.0078294,10.525462,007,77.71,195.303,jt305
0.31749135,0.017019518,14.835137,008,77.71,195.303,jt305
0.32335967,0.013253775,13.536091,009,77.71,195.303,jt305
0.32059178,0.0102681685,12.516785,010,77.71,195.303,jt305
0.3444293,0.010519315,11.599761,best,78.67,197.905,jt305
0.34219432,0.005779949,10.592731,001,78.67,197.905,jt305
0.32319808,0.010569656,12.410318,002,78.67,197.905,jt305
0.34835887,0.011421216,11.338323,003,78.67,197.905,jt305
0.34743586,0.007964957,10.613044,004,78.67,197.905,jt305
0.36283803,0.015880298,12.024196,005,78.67,197.905,jt305
0.33841416,0.012296092,12.364489,006,78.67,197.905,jt305
0.33816186,0.008840252,11.563198,007,78.67,197.905,jt305
0.3507657,0.009679258,11.198438,008,78.67,197.905,jt305
0.35108155,0.012566381,11.666823,009,78.67,197.905,jt305
0.3433262,0.008619907,10.893234,010,78.67,197.905,jt305
0.3443326,0.010541627,11.6094675,best,79.91,199.172,jt305
0.3426176,0.01192163,11.95564,001,79.91,199.172,jt305
0.31611845,0.015483441,14.475508,002,79.91,199.172,jt305
0.33856374,0.01147346,12.226931,003,79.91,199.172,jt305
0.34958208,0.0093792295,11.031115,004,79.91,199.172,jt305
0.36054203,0.009987415,10.721413,005,79.91,199.172,jt305
0.36595556,0.008659018,10.193029,006,79.91,199.172,jt305
0.34204063,0.0075050234,10.820144,007,79.91,199.172,jt305
0.3287705,0.012881377,13.2174425,008,79.91,199.172,jt305
0.38289276,0.008181117,9.725895,009,79.91,199.172,jt305
0.34542868,0.008845798,11.260564,010,79.91,199.172,jt305
0.344416,0.010525761,11.601903,best,80.87,201.272,jt305
0.34688517,0.011086188,11.641678,001,80.87,201.272,jt305
0.35144117,0.00774053,10.582847,002,80.87,201.272,jt305
0.3255536,0.011738635,12.793656,003,80.87,201.272,jt305
0.34778997,0.014410541,12.178643,004,80.87,201.272,jt305
0.35477212,0.009575921,10.874022,005,80.87,201.272,jt305
0.31555855,0.0116199395,13.188268,006,80.87,201.272,jt305
0.36728272,0.013046279,11.056304,007,80.87,201.272,jt305
0.33604527,0.0150098745,12.965699,008,80.87,201.272,jt305
0.3383919,0.009235312,11.656255,009,80.87,201.272,jt305
0.34822232,0.008938733,10.991314,010,80.87,201.272,jt305
0.34439424,0.010535268,11.605206,best,81.83,202.998,jt305
0.3451031,0.008753715,11.045416,001,81.83,202.998,jt305
0.36564586,0.00762404,9.947462,002,81.83,202.998,jt305
0.3401015,0.008051911,11.326441,003,81.83,202.998,jt305
0.34111553,0.012288479,12.139109,004,81.83,202.998,jt305
0.3434304,0.008360174,11.142251,005,81.83,202.998,jt305
0.35370854,0.01257963,11.674572,006,81.83,202.998,jt305
0.34746972,0.013618488,12.098349,007,81.83,202.998,jt305
0.36904055,0.009260766,10.42839,008,81.83,202.998,jt305
0.38306487,0.01015813,10.096767,009,81.83,202.998,jt305
0.40147817,0.00541844,8.367517,010,81.83,202.998,jt305
0.34428263,0.010562602,11.616914,best,82.79,204.784,jt305
0.35987553,0.008841786,10.767253,001,82.79,204.784,jt305
0.33090118,0.012423412,12.968263,002,82.79,204.784,jt305
0.33146894,0.014200288,12.968542,003,82.79,204.784,jt305
0.36226833,0.0069802944,10.089968,004,82.79,204.784,jt305
0.3839351,0.008269462,9.625332,005,82.79,204.784,jt305
0.32266816,0.01230795,13.430716,006,82.79,204.784,jt305
0.36498618,0.014479309,11.328298,007,82.79,204.784,jt305
0.36544403,0.009042745,10.259064,008,82.79,204.784,jt305
0.35607806,0.011898239,11.444356,009,82.79,204.784,jt305
0.35132512,0.012929029,11.965688,010,82.79,204.784,jt305
0.34423834,0.010581239,11.623524,best,83.75,206.701,jt305
0.34903485,0.011680116,11.567515,001,83.75,206.701,jt305
0.33783066,0.010511011,11.925016,002,83.75,206.701,jt305
0.35152474,0.011435605,11.379683,003,83.75,206.701,jt305
0.31368086,0.015574173,14.584105,004,83.75,206.701,jt305
0.35112962,0.008283024,10.682504,005,83.75,206.701,jt305
0.41539747,0.008793874,8.648693,006,83.75,206.701,jt305
0.33606127,0.010991788,12.439059,007,83.75,206.701,jt305
0.33559784,0.008493668,11.527454,008,83.75,206.701,jt305
0.35335854,0.010556437,11.319699,009,83.75,206.701,jt305
0.36635023,0.0075233453,10.022243,010,83.75,206.701,jt305
0.34420532,0.010594861,11.628402,best,84.71,208.949,jt305
0.32385716,0.016672546,14.793917,001,84.71,208.949,jt305
0.36585405,0.007578222,10.027912,002,84.71,208.949,jt305
0.3717627,0.008606356,10.245712,003,84.71,208.949,jt305
0.3393656,0.011305011,11.919977,004,84.71,208.949,jt305
0.33219227,0.0097610075,11.869632,005,84.71,208.949,jt305
0.38604128,0.009944308,9.786806,006,84.71,208.949,jt305
0.3621632,0.0076336237,10.252145,007,84.71,208.949,jt305
0.33816272,0.014605813,13.070717,008,84.71,208.949,jt305
0.34263024,0.010936493,11.9272995,009,84.71,208.949,jt305
0.3387246,0.01161025,12.104768,010,84.71,208.949,jt305
0.34417096,0.010608696,11.633415,best,85.67,210.747,jt305
0.3136817,0.012368507,14.010577,001,85.67,210.747,jt305
0.36790285,0.010875199,10.354205,002,85.67,210.747,jt305
0.35887724,0.0094359275,10.706501,003,85.67,210.747,jt305
0.36306256,0.010147663,10.590823,004,85.67,210.747,jt305
0.34721908,0.007847065,10.555137,005,85.67,210.747,jt305
0.39444155,0.0064121666,8.83421,006,85.67,210.747,jt305
0.3412536,0.012029449,12.037142,007,85.67,210.747,jt305
0.35701472,0.010914033,11.244005,008,85.67,210.747,jt305
0.3981628,0.009603088,9.426385,009,85.67,210.747,jt305
0.32290974,0.013934627,13.861035,010,85.67,210.747,jt305
0.34416872,0.010609891,11.6338,best,86.63,213.434,jt305
0.32113817,0.009860109,12.456256,001,86.63,213.434,jt305
0.35918427,0.00799437,10.245191,002,86.63,213.434,jt305
0.34147206,0.009477152,11.425559,003,86.63,213.434,jt305
0.33316064,0.009718805,12.046146,004,86.63,213.434,jt305
0.42339,0.006379928,8.18314,005,86.63,213.434,jt305
0.34696022,0.0107760895,11.784268,006,86.63,213.434,jt305
0.343298,0.01113533,11.759437,007,86.63,213.434,jt305
0.35297394,0.012388264,11.774064,008,86.63,213.434,jt305
0.35742325,0.010076439,11.1452465,009,86.63,213.434,jt305
0.33506167,0.009095142,11.629085,010,86.63,213.434,jt305
0.3441492,0.010617485,11.636597,best,87.6,214.982,jt305
0.35950473,0.009488005,10.707955,001,87.6,214.982,jt305
0.3570536,0.008373876,10.477302,002,87.6,214.982,jt305
0.35467902,0.011145132,11.454948,003,87.6,214.982,jt305
0.34611994,0.0143274125,12.31043,004,87.6,214.982,jt305
0.365701,0.0073896716,9.955856,005,87.6,214.982,jt305
0.36930057,0.008532558,10.178844,006,87.6,214.982,jt305
0.3387019,0.009591746,11.523914,007,87.6,214.982,jt305
0.34920904,0.010521906,11.321202,008,87.6,214.982,jt305
0.39399236,0.010112026,9.591986,009,87.6,214.982,jt305
0.3276983,0.013538876,13.423138,010,87.6,214.982,jt305
