t,h,α,β,L
10,55.442,0.4439902445048267,-0.34922247165880305,9.791031608102845
10,55.442,0.8085248944986324,0.02200664277610933,15.452359260842544
10,55.442,0.8493288558848555,0.054401777331196756,15.323411250200632
10,55.442,0.8480180929827461,0.05935707706029643,15.287843945153991
10,55.442,0.7565786792398869,-0.024821543027357604,15.975721469580836
10,55.442,0.8669950997955348,0.08459284703944206,16.923961151268912
10,55.442,0.8468993255487016,0.061583446347204945,16.267348409417423
10,55.442,0.7150815782717065,-0.07507182768617734,14.084632863521554
10,55.442,0.8487065207117691,0.06499247167596733,16.350968101534985
10,55.442,0.8498358255503796,0.06248280150995254,16.016347836386032
10,55.442,0.9376070897333614,0.1512383848194552,17.245536048410845
10,55.442,0.39061955613977994,-0.4329684337228274,5.959915103925506
10,55.442,0.54921623045476,-0.272925813080352,7.9559381370148845
10,55.442,0.912064237194511,0.11196193208883379,15.861097419487159
10,55.442,0.8798117537190279,0.07946501047427389,15.20131427077575
10,55.442,0.9429425753735862,0.14459382844062224,16.87058330269798
10,55.442,1.1525719378991954,0.3953736790315865,23.086267176702602
10,55.442,0.8555376711765462,0.07410032488067031,16.550981201350215
10,55.442,0.6352790464952817,-0.19922351770205415,7.043509067699985
10,55.442,0.8268556437375701,0.013984717639669395,13.625385745402003
10,55.442,0.8241718463004315,0.04006757503546929,15.845565991182694
10,55.442,0.38765101837674654,-0.4306233748694786,5.970338272900936
10,55.442,0.8599620075072227,0.04721681272232492,15.306008084305928
10,55.442,0.7598800108360358,-0.016775616903375683,15.871844145969199
10,55.442,0.8575874331903258,0.04705728017701274,14.719737453401907
10,55.442,0.8513194581379284,0.07122933968138927,16.775321033659452
10,55.442,0.7936695125510878,0.009246522130950357,15.436743256365478
10,55.442,0.8134007617427294,0.027325076714637728,15.500217564827508
10,55.442,0.94460576322993,0.16613357243204022,17.660182706642832
10,55.442,0.3963477227549182,-0.43555583208175713,5.107577821354652
10,55.442,0.8167435005952037,0.020351993857670562,14.726108386888464
10,55.442,0.9995448006019066,0.22221946753356261,19.370704547997246
10,55.442,0.847877438787452,0.061471385737696435,16.365859928361058
10,55.442,0.9949529356867763,0.20652062828014717,18.686611254291332
10,55.442,0.8727474630679698,0.08418032625085706,16.102754034786443
10,55.442,0.6557384909984568,-0.16926353353405177,9.749794973251223
10,55.442,0.9471297236884199,0.17231640392474243,18.786485261319072
10,55.442,0.9667846949254154,0.15363840866723974,16.131535816949835
10,55.442,0.9008600674840719,0.09486067824721717,15.801072695446544
10,55.442,0.548892686246177,-0.2809402236929071,7.573994765075707
10,55.442,0.893728411556354,0.11416342199892157,17.096318604734993
10,55.442,0.8598786336026618,0.07414338751450533,15.88546141483829
10,55.442,0.8590966168910172,0.04808220333851922,15.306008084305928
10,55.442,0.8810805956462456,0.10074002252172373,17.452588532787203
10,55.442,1.0018952410638544,0.23039402545764162,19.733817092354606
10,55.442,0.8700589465765282,0.0883113079942245,17.081186884875528
10,55.442,0.6689597599814864,-0.11567509980126596,14.057993247114018
10,55.442,0.8910279296168141,0.11414451589068597,17.260188052504517
10,55.442,0.7283214156912788,-0.05551759938343618,14.623678047730253
10,55.442,1.356948699912757,0.6080010395035391,26.532066737578184
10,55.442,0.7630984575827744,-0.02981938122667311,14.123263006211626
10,55.442,0.8305133142481702,0.011609518238911624,13.32209207393457
10,55.442,0.6558376100010043,-0.15610943491766563,9.411801483568404
10,55.442,0.883326318326365,0.0977073541305198,16.529097107507347
10,55.442,0.8909405430871186,0.10305307759993253,16.548475624400087
10,55.442,0.9035884320896067,0.11857331098600847,16.987530954822404
10,55.442,0.8128854430800774,0.033612398740956284,16.216766929613176
10,55.442,0.8945781055766736,0.10344040484634295,16.32893332334458
10,55.442,1.1214675161284637,0.353731757832359,21.60815040376064
10,55.442,0.933870653382171,0.15425102883029965,17.913746885268747
