α,β,L,h_max
0.9003622855930363,0.06090296059663604,17.444686145278357,257.89448222790577
0.8935137149959623,0.053189244245389684,17.436640487112207,292.9140588426214
0.8971952564169142,0.05312440278982217,17.440018527793885,294.5369937967099
0.8934190538902614,0.04707678283388495,16.246623953972172,308.3270038457477
0.9379676358885403,0.033328088853225496,14.21163983892678,399.9646748579603
0.8321964526782223,0.07160042397555952,24.114583410400602,280.27865838893126
0.864696146934887,0.06719019125997588,21.361971074947483,274.91533709094887
0.8938878536078794,0.04878682780859272,17.43665933899972,319.4800459620177
0.8737480270652326,0.05176451461930255,17.74422554910092,299.5098510891111
0.8630579581186043,0.046039380440072525,17.20705129867029,322.56477861171373
0.9365867904849786,0.033589271416959776,13.707369090839249,382.2095651738353
1.061543431517959,0.04212068081290605,12.581609871494093,317.08711870853057
0.9236613036790454,0.05503657133353049,16.628745597533648,279.07495806897396
0.9817795700880745,0.04576269597109793,13.920615574866076,298.6488379767866
0.8531295988684118,0.07345402327384774,22.75426044562159,264.27869055107294
0.8677984473475405,0.06016081528582458,19.90317148045215,287.0961975160921
0.8310058254709276,0.07072048478661734,22.983171516658924,270.06530676038653
0.87295903050773,0.05015991539762802,16.946624446231286,294.93089710554483
0.870784598191498,0.050864173519048185,17.65844854332791,302.3091491642658
0.9432582291291446,0.04605600952744058,15.392393650318617,315.2466339492065
0.8639832453294266,0.06184014928882094,19.524739904144397,272.7847254671022
0.9084026605420928,0.06514202421077399,18.55827701202967,258.7943561326525
0.8852472909682889,0.041052973486888605,15.233144166578922,328.4804597820477
1.0585410905535595,0.05150234268858923,13.40640633697509,275.5453682981677
0.8942073307959825,0.030101895650367447,14.08479718788762,418.40318113088694
0.89409207696122,0.06528466019950423,18.904418505217123,258.90141349318156
1.0428204605460867,0.040766382262059885,12.810749677782802,327.70413114040844
0.8676198268741405,0.05824757321078305,18.76967367118635,279.5814507524251
1.162591967817206,0.03581080327832195,10.873074344509082,352.9926095251201
0.9278755755607004,0.06101598169028953,17.04736849365402,259.2408810716869
0.9109988930988289,0.05930357709048591,18.739196670112168,287.8643795463767
0.9232650960940005,0.05486326189749646,16.759076563128215,282.0297207703823
0.9290143582621961,0.046987880994402126,15.357489295305689,303.6384650735089
0.9527799861356375,0.03256955611392819,12.554364583475387,367.2616007397819
1.0484086110057511,0.02285107933426007,10.560512963501393,484.51683903495723
1.0537263551967153,0.0480850906121074,13.519059105565319,296.2537596510101
0.9593828927870788,0.03639899788632708,13.752603589020827,362.4828533959437
0.850679698480601,0.06241884223894818,20.31987439154211,276.93087536594476
0.7990538265565491,0.08045285068076881,26.521213708956925,263.40741340731233
0.9574002528655887,0.045872277650568165,14.618466728632669,305.10200189126135
0.9283290581615987,0.03837688649536168,14.600846067124563,353.19148882738165
0.9441214376704332,0.05439740948896256,16.84383017355961,292.34151605260587
0.8594278150559197,0.07053520399919053,20.950278604339527,255.26618120998037
0.9052070247807186,0.06802789978250419,20.076905138254414,267.15150144438286
0.8850835293973978,0.0638140058083029,19.907120809657563,276.10654625382585
0.9292242100375208,0.06975347650917253,18.896834620741267,251.73506900919742
0.818079833681831,0.05545052201605395,20.075723842454437,296.1837729376574
0.8843969372894849,0.04345096843190132,16.277144933724216,331.30348175700806
1.16147622683412,0.03248379080340716,10.293847645556275,368.0623174593264
0.9317577010346182,0.04282804182989059,14.775765934575064,321.458397582322
1.0094520364406143,0.04945953485450241,14.606717128603714,298.1180553872268
0.9542020357223439,0.045542847043143285,15.241551611790921,319.337075298802
0.8540223639418039,0.04665212243250311,17.369693647256142,317.9728178720443
0.8903308036774834,0.03470473018845239,15.284125782622494,392.1058575490068
0.8732933315881363,0.061592447030522,19.300399773636585,273.6522289973248
0.9446082181199418,0.02924015126003114,12.361178181223007,399.3300305388274
1.0596593542666461,0.039443916925132994,12.100367103045691,325.07591006086506
0.9411040701445429,0.0406323080667762,14.85262330242697,344.00862041275417
0.8922833727855096,0.056413230071403295,18.277119828968868,289.08768572824926
0.8824143618840234,0.03289111243932555,14.581932061981547,391.2092149283802
0.8044613961771,0.07945231236181645,25.696465620515994,260.17889216062264
0.9357311417529253,0.03875433533458708,13.701051814715544,330.81462363148444
