α,β,L,h_max
0.2863771135515367,0.017814457909795873,15.87339591573274,255.17348479678674
0.28369641372505944,0.01862119021990086,16.104535823380875,245.35483520903668
0.28640688415673776,0.008808460606496956,14.089792294181768,458.129256594026
0.28616261133657456,0.02154043632430116,16.533474330432256,219.64560594926644
0.309170718880452,0.0067205012591995805,11.816010943857941,543.5851370180301
0.2914200815752996,0.02236097234378808,16.735713195424196,218.10871323698098
0.3022160086035174,0.03818622796004096,19.827549769591936,156.92052532719543
0.2977578151568469,0.011700016077245905,13.862551845031494,352.7929468321483
0.2962637906003063,0.031431783466037415,18.99689273718797,179.05733723407664
0.3114096432832065,0.028757797379782214,16.78185018517532,181.72566941694046
0.3036017260783428,0.017159644046938028,14.321940557893623,253.39487592365387
0.30672890365001776,0.01403847166061898,13.395632095693824,292.68339501210284
0.2923565919047837,0.0320755897015202,19.062246970618624,173.74500703608953
0.29890361488285944,0.04052563628710101,20.70770388536928,152.73313670909133
0.2935518338636232,0.040280311402126276,21.52457629641228,156.86519356490777
0.2807011560436227,0.015158355152443197,15.685117179845413,290.4556913190317
0.2975889362476959,0.019110027659366598,15.290539732305415,238.1103541396296
0.2960393632667946,0.02857891316050173,18.10038861559914,187.49584669473253
0.30631242594800123,0.011370539132653176,12.792630882982637,344.6223397420725
0.30816681820709163,0.007975829168816242,12.282417086064534,474.5629969237033
0.29437793814513447,0.04273089891013193,21.84816326734714,150.5144384728802
0.3061107614688362,0.04894033078444729,22.419316860832556,140.22778444442991
0.29214559985441363,0.012727206604364646,14.27904280153946,327.7670940905449
0.3080000668092882,0.017282158091853277,13.85812504934437,246.9774560771778
0.29035072206057183,0.017910265199680597,15.380279581935316,249.33607807147536
0.29293334554662986,0.03798499986726248,21.05138149943792,162.3443894315643
0.2899763705028308,0.016498644397188914,15.254109145581467,268.1027058225106
0.2905639025218752,0.027167251073936655,17.779304206478898,190.15630253861823
0.29637801156743493,0.011861661329793001,13.68705156828189,341.98760319007687
0.29111341074083436,0.035297488142363685,20.24711129730648,166.98654600110208
0.2950114792360546,0.01127722606696342,13.517238643910137,353.61005834659613
0.2812895952195663,0.016487960783556663,17.327736950944974,295.616430496569
0.31658506511669354,0.047612064088502784,20.5337432147121,136.53422839714395
0.28398045656250664,0.02427966864219599,18.121600375729695,211.954307292291
0.2860084681664246,0.02125384895949378,16.838035002882208,226.5858107529189
0.28529110025559046,0.02534438404552545,18.20119506298747,204.88321815826797
0.28319072048163013,0.022560596042816954,17.252806906983018,216.5649705817308
0.2935466247632449,0.01673018802259297,15.00869349782338,263.3414108940347
0.31567367428973103,0.02438351114951468,15.400301746518426,199.37529946710708
0.2937614720767602,0.03087668620449135,18.837990899850293,179.2250600034816
0.3024497862274444,0.009138298189378566,12.47442495454172,412.86540257535734
0.2928975988055306,0.02944046527984264,18.706412191500966,186.10654285102464
0.2964083183529779,0.02361874072502688,16.821018624490797,211.098885478949
0.27841912298209115,0.024100549080205872,18.57614282153133,214.59898592138805
0.30176555936047456,0.04617742570530589,22.07174046383042,144.2369513976978
0.2915733263925548,0.01510179634453062,15.027487698241929,290.1386348708426
0.29310968642761254,0.0140842978582359,14.67811314548224,305.4676338661438
0.2969618999165838,0.018586760769704395,15.376013496739455,245.66357945367815
0.3204214314588306,0.027281685706315905,15.704176875733804,184.44442504666634
0.3274538415610761,0.014271458469000693,12.424820156530366,285.0833430793878
0.304354750494604,0.018645430716059175,14.627969656530826,238.77657335217913
0.3006659719223086,0.03807107743077285,19.35728353395952,152.8739626057778
0.31308798253985076,0.013087220423098726,12.847738694827116,307.3588170841075
0.28777837585684896,0.021604922214061663,16.933670249039576,225.55712412573945
0.2951325077924724,0.046776391365136255,22.854378407018842,144.1981695562965
0.30326638311865983,0.017609537895894013,14.814717949984207,255.13480002575068
0.29351947684199237,0.028765523680773543,18.252736474195732,186.2484312921298
0.28078907484424387,0.027700206493731422,19.005560123286276,192.65393003918123
0.2890644582039944,0.02891104507913802,18.890639447682943,188.87634266157363
0.2950019067119969,0.021304112879089707,16.303770183465335,225.76125643031168
0.30529811875278895,0.01948556336835501,14.910868546664652,233.62219660837843
0.3060409989035046,0.01806610541489681,14.554861643403699,246.5603014015744
0.31449357402158556,0.03936262552741402,19.070292710691383,152.36495106369844
0.2945581926067694,0.010501085885851613,13.724652740580652,384.98008199969377
0.288783261139935,0.0349437119986424,20.394500303541065,168.54506777084245
0.3060080986815174,0.015132208825840725,13.85976520028656,280.2763592496428
0.3231731415172401,0.021278009102695512,13.962880127176211,212.07002090982937
0.3056858524392191,0.02491218763976648,16.383719895665585,201.03699662398955
0.29957836028289375,0.04709821335978593,22.441300584608666,142.74274016289704
0.29288058893637614,0.04283490194478637,22.218893461723408,151.92010036516973
0.3109445462196719,0.01215335707560778,12.890620304819087,329.80748086607247
0.2923081169660005,0.011184493212062472,13.889439981258903,363.0022361903146
0.29374356847656896,0.013709078189601424,14.328788638681903,307.02206585017024
0.2940677705150789,0.021721228755826227,16.30859079133378,220.79003854530552
0.2962995020109834,0.027246519514515843,17.245168654912707,187.53715981315685
0.2916633422842287,0.018463655564918934,16.04364493604769,253.43535509619736
0.29706581989328396,0.020665559755537143,15.758501453134926,226.5272370960443
0.28511638213270246,0.013550958616226664,14.775633308473152,310.88391839575905
0.30466375287576153,0.047467637244427464,22.618799524214833,145.17529728953963
0.3013922682377107,0.016737369058231266,14.38645701351783,259.05904901320656
