strain,fit,x1,x2,x3
bgt127,48h,0.8783155115260644,0.051492694650315536,13.160948150120511
jt305,48h,0.339418281260351,0.02279469868098806,14.346833942793955
gob33,48h,0.3430944267229271,0.019668304403368614,30.76976250465068
y55,48h,0.5551746186250717,0.037008874028650746,44.01823939508373
bh1514,48h,1.1127383414758185,0.038333663159394286,7.065992565175352
ea387,48h,0.9958759324587084,0.02910126492880724,7.783093126708533
cc117,48h,1.3165068721584787,0.05710330942508111,14.475419715805131
sw520,48h,0.8811928775809883,0.08904709711152128,22.273131216140445
sw519,48h,0.4756330705389219,0.05088378802315113,16.487681654075658
