time,logistic,interface
46.0,165.65675530409933,197.68053710207505
46.5,165.65672007015624,198.36125782042703
47.0,165.65701096180152,199.02468901436046
47.5,165.65751651145806,199.67129376724648
48.0,165.6581176779291,200.3015131769618
48.5,165.65871692361793,200.9157415793984
49.0,165.65923528115152,201.5143662404801
49.5,165.6596123533804,202.0977675525194
50.0,165.65980631337885,202.6663190342176
50.5,165.6597939044447,203.22038733066452
51.0,165.65957044009957,203.7603322133387
51.5,165.65914980408857,204.28650658010736
52.0,165.65856445038057,204.79925645522638
52.5,165.65786540316802,205.29892098934033
53.0,165.65712225686707,205.7858324594824
53.5,165.65642317611753,206.26031626907445
54.0,165.6558748957828,206.72269094792708
54.5,165.65560272094996,207.17326815223947
55.0,165.65575052692975,207.6123526645995
55.5,165.6566714647665,208.04024239398382
56.0,165.65843031482578,208.45722837575752
56.5,165.66063619645195,208.86359477167457
57.0,165.66295039284793,209.25961886987753
57.5,165.6650886931296,209.64557108489757
58.0,165.6668213923259,210.02171495765464
58.5,165.66797329137867,210.38830715545728
59.0,165.66842369714294,210.74559747200274
59.5,165.6681064223867,211.09382882737694
60.0,165.66700978579092,211.4332374312071
60.5,165.66517661194965,211.7640733454869
61.0,165.66270423136993,212.08655699107987
61.5,165.65974448047183,212.40088316082208
62.0,165.65650370158843,212.70724360776987
62.5,165.65324274296592,213.00582704520002
63.0,165.65027695876338,213.29681914660952
63.5,165.64797620905298,213.58040254571569
64.0,165.64676485981997,213.85675683645619
64.5,165.6471217829625,214.12605857298894
65.0,165.6500074921676,214.38848126969225
65.5,165.65695296716797,214.6441954011647
66.0,165.666413744877,214.89336840222512
66.5,165.67675553044415,215.13616466791274
67.0,165.68660104186498,215.37274555348708
67.5,165.694830009981,215.60326937442792
68.0,165.70057917847979,215.82789140643544
68.5,165.7032423038949,216.04676388543004
69.0,165.70247015560608,216.2600360075525
69.5,165.69817051583888,216.46785392916382
70.0,165.69050817966507,216.67036076684545
70.5,165.67990495500234,216.86769659739903
71.0,165.66703966261446,217.05999845784655
71.5,165.65284813611123,217.24740034543035
72.0,165.6385232219485,217.43003321761302
72.5,165.62551477942807,217.60802499207747
73.0,165.61552968069788,217.781500546727
73.5,165.6105318107518,217.95058171968506
74.0,165.61274206742982,218.11538730929558
74.5,165.62507139459836,218.27603307412275
75.0,165.647461446955,218.432631732951
75.5,165.6747345115034,218.5852945852108
76.0,165.70231682501006,218.7341332935621
76.5,165.7264868684572,218.87923594624348
77.0,165.74437536704292,219.02068602057832
77.5,165.75396529018118,219.15856586924122
78.0,165.75409185150173,219.29295672025802
78.5,165.74444250885014,219.42393867700588
79.0,165.72555696428782,219.55159071821316
79.5,165.698827164092,219.6759906979595
80.0,165.66649729875573,219.79721534567577
80.5,165.63166380298796,219.9153402661441
81.0,165.59827535571335,220.03043993949794
81.5,165.57113288007247,220.1425877212219
82.0,165.55588954342167,220.25185584215188
82.5,165.5590507573332,220.35831540847508
83.0,165.5842737149999,220.46203640172985
83.5,165.62158379857985,220.56308767880589
84.0,165.66277547274146,220.66153697194414
84.5,165.7013556640951,220.75745088873674
85.0,165.732276550329,220.85089491212713
85.5,165.7519355602093,220.94193340041002
86.0,165.75817537357992,221.03062958723132
86.5,165.7502839213628,221.11704558158823
87.0,165.7289943855577,221.2012423678292
87.5,165.69648519924226,221.2832798056539
88.0,165.65638004657205,221.36321663011336
88.5,165.61374786278043,221.44111045160972
89.0,165.57510283417875,221.5170177558965
89.5,165.54840439815618,221.59099390407837
90.0,165.54305724317976,221.66309313261135
90.5,165.5659479271831,221.73336855330263
91.0,165.60083821627293,221.80187215331068
91.5,165.6385051601966,221.86865479514532
92.0,165.67322350716734,221.93376621666744
92.5,165.7006287020975,221.99725503108934
93.0,165.71771688659834,222.05916872697452
93.5,165.72284489898013,222.11955377904115
94.0,165.71573027425217,222.17844858499126
94.5,165.6974512441227,222.23588370633624
95.0,165.67044673699903,222.29188921176035
95.5,165.63851637798734,222.34649486657577
96.0,165.60682048889294,222.39973013272265
96.5,165.5818800882201,222.451624168769
97.0,165.571576891172,222.50220582991074
97.5,165.58397465464728,222.55150366797176
98.0,165.60807621950195,222.59954593140387
98.5,165.63469399111747,222.6463605652867
99.0,165.6597281505986,222.69197521132793
99.5,165.68002932750179,222.73641720786304
100.0,165.6933985998352,222.77971358985553
100.5,165.69858749405876,222.82189108889673
101.0,165.69529798508412,222.862976133206
101.5,165.68418249627462,222.90299484763042
102.0,165.66684389944533,222.94197305364523
102.5,165.64583551486305,222.9799362693534
103.0,165.62466111124627,223.01690970948593
103.5,165.6077749057653,223.0529182854017
104.0,165.60058156404202,223.08798660508742
104.5,165.60869081922664,223.12213897315792
105.0,165.62511734447904,223.15539939085573
105.5,165.64358738925094,223.18779155605148
106.0,165.66118844390434,223.21933886324356
106.5,165.6756619185345,223.25006440355838
107.0,165.68540314296996,223.27999096475025
107.5,165.6894613667725,223.3091410312014
108.0,165.68753975923713,223.3375367839219
108.5,165.67999540939218,223.36520010054988
109.0,165.66783932599913,223.39215255535126
109.5,165.65273643755276,223.41841541921994
110.0,165.63700559228116,223.44400965967773
110.5,165.6236195581456,223.46895594087437
111.0,165.61620502284063,223.49327462358747
111.5,165.61903750474548,223.51698576522259
112.0,165.63067070280152,223.54010911981322
112.5,165.64510336640913,223.56266413802075
113.0,165.65976789799657,223.5846699671345
113.5,165.67261485011653,223.60614545107168
114.0,165.682112925446,223.62710913037745
114.5,165.68724897678655,223.6475781429517
115.0,165.687528007064,223.66755952024602
115.5,165.68297316932868,223.68706068779196
116.0,165.67412576675522,223.70609001840918
116.5,165.66204525264283,223.72465585021092
117.0,165.64830923041492,223.74276648660376
117.5,165.63501345361945,223.76043019628787
118.0,165.62477182592875,223.77765521325688
118.5,165.6207164011395,223.79444973679787
119.0,165.6261506807926,223.81082193149143
119.5,165.63786327538665,223.82677992721167
120.0,165.65183212752763,223.84233181912612
120.5,165.66568250363287,223.85748566769584
121.0,165.6775277210307,223.87224949867533
121.5,165.6859691479605,223.8866313031126
122.0,165.69009620357258,223.90063903734918
122.5,165.6894863579284,223.91428062302
123.0,165.68420513200027,223.92756394705356
123.5,165.67480609767168,223.94049686167176
124.0,165.66233087773702,223.95308718439006
124.5,165.64830914590175,223.96534269801737
125.0,165.63475862678231,223.97727115065607
125.5,165.6241850959062,223.98888025570204
126.0,165.61958237971191,224.00017769184467
126.5,165.6233855742899,224.01117110306677
127.0,165.62770271992778,224.0218680986447
127.5,165.63181907448242,224.03227625314824
128.0,165.6357346379538,224.04240310644073
128.5,165.6394494103419,224.05225616367892
129.0,165.64296339164676,224.06184289531308
129.5,165.64627658186836,224.071170737087
130.0,165.64938898100672,224.08024709003783
130.5,165.6523005890618,224.08907932049635
131.0,165.65501140603365,224.09767476008676
131.5,165.65752143192222,224.10604070572674
132.0,165.65983066672757,224.11418441962743
132.5,165.66193911044962,224.1221131292935
133.0,165.66384676308843,224.1298340275231
133.5,165.665553624644,224.13735427240783
134.0,165.6670596951163,224.14468098733278
134.5,165.66836497450535,224.1518212609766
135.0,165.66946946281115,224.15878214731129
135.5,165.67037316003368,224.16557066560242
136.0,165.67107606617296,224.17219380040905
136.5,165.671578181229,224.1786585015837
137.0,165.67187950520176,224.18497168427237
137.5,165.67198003809128,224.19114022891455
138.0,165.67187977989752,224.1971709812432
138.5,165.67157873062052,224.2030707522848
139.0,165.67107689026028,224.2088463183593
139.5,165.67037425881676,224.21450411050847
140.0,165.66947083629,224.22004089376864
140.5,165.66836662267997,224.2254546344568
141.0,165.6670616179867,224.23074666783688
141.5,165.66555582221017,224.23591834902848
142.0,165.6644844150876,224.2409710530069
142.5,165.6637458958402,224.24590617460305
143.0,165.66303471288114,224.2507251285036
143.5,165.6623508662104,224.2554293492509
144.0,165.66169435582805,224.26002029124297
144.5,165.66106518173402,224.26449942873344
145.0,165.66046334392834,224.26886825583173
145.5,165.65988884241102,224.2731282865029
146.0,165.65934167718203,224.27728105456762
146.5,165.6588218482414,224.2813281137024
147.0,165.6583293555891,224.28527103743926
147.5,165.65786419922517,224.28911141916598
148.0,165.65742637914957,224.29285087212605
148.5,165.65701589536232,224.2964910294186
149.0,165.65663274786343,224.30003354399844
149.5,165.65627693665286,224.30348008867608
150.0,165.65594846173065,224.30683235611772
150.5,165.6556473230968,224.31009205884519
151.0,165.65537352075128,224.31326092923604
151.5,165.6551270546941,224.31634071952348
152.0,165.6549079249253,224.31933320179647
152.5,165.65471613144481,224.32224016799955
153.0,165.6545516742527,224.325063429933
153.5,165.65441455334891,224.3278048192528
154.0,165.65430476873348,224.33046618747053
154.5,165.6542223204064,224.33304940595355
155.0,165.65416720836768,224.33555636592482
155.5,165.65413943261728,224.33798897846302
156.0,165.65413899315524,224.34034917450253
156.5,165.65416588998153,224.34263890483334
157.0,165.6542201230962,224.34486014010122
157.5,165.6543016924992,224.34701487080753
158.0,165.65441059819054,224.34910510730936
158.5,165.6545468401702,224.35113287981946
159.0,165.65471041843827,224.35310023840628
159.5,165.65490133299465,224.355009252994
160.0,165.65511958383937,224.35686201336233
160.5,165.65536517097246,224.35866062914678
161.0,165.65563809439388,224.3604072298386
161.5,165.65593835410365,224.3621039647845
162.0,165.65626595010178,224.36375300318713
162.5,165.65637807608084,224.36535653410462
163.0,165.65647205915855,224.3669167664509
163.5,165.656564195013,224.36843592899552
164.0,165.6566544836442,224.36991627036377
164.5,165.65674292505207,224.37136005903653
165.0,165.6568295192367,224.37276958335048
165.5,165.65691426619807,224.37414715149785
166.0,165.65699716593613,224.37549509152666
166.5,165.65707821845095,224.37681575134056
167.0,165.65715742374246,224.37811149869887
167.5,165.6572347818107,224.37938472121664
168.0,165.6573102926557,224.38063782636456
168.5,165.65738395627739,224.381873241469
169.0,165.65745577267583,224.38309341371206
169.5,165.65752574185098,224.38430081013144
170.0,165.65759386380284,224.3854974309849
170.5,165.65766013853144,224.38667643076178
171.0,165.65772456603676,224.38783470670552
171.5,165.6577871463188,224.38897210364
172.0,165.6578478793776,224.39008848123072
172.5,165.6579067652131,224.391183713985
173.0,165.65796380382534,224.39225769125176
173.5,165.6580189952143,224.3933103172217
174.0,165.65807233937994,224.39434151092715
174.5,165.65812383632235,224.39535120624214
175.0,165.65817348604148,224.39633935188246
175.5,165.65822128853733,224.3973059114055
176.0,165.65826724380992,224.39825086321048
176.5,165.65831135185923,224.3991742005382
177.0,165.65835361268523,224.4000759314712
177.5,165.658394026288,224.40095607893375
178.0,165.65843259266748,224.40181468069176
178.5,165.65846931182367,224.4026517893529
179.0,165.6585041837566,224.40346747236646
179.5,165.65853720846624,224.4042618120235
180.0,165.65856838595263,224.40503490545674
180.5,165.65859771621572,224.40578686464065
181.0,165.65862519925557,224.4065178163913
181.5,165.6586508350721,224.40722790236654
182.0,165.65867462366538,224.4079172790659
182.5,165.6586965650354,224.40858611783062
183.0,165.65871665918212,224.4092346048436
183.5,165.65873490610556,224.40986294112946
184.0,165.65875130580574,224.4104713425545
184.5,165.65876585828266,224.4110600398268
185.0,165.6587785635363,224.41162927849598
185.5,165.65878942156664,224.41217931895352
186.0,165.65879843237371,224.41271043643252
186.5,165.65880559595752,224.41322292100776
187.0,165.65881091231805,224.41371707759578
187.5,165.6588143814553,224.41419322595476
188.0,165.65881600336928,224.41465170068463
188.5,165.65881577806,224.41509285122697
189.0,165.6588137055274,224.4155170418651
189.5,165.65880978577155,224.41592465172397
190.0,165.65880401879244,224.41631607477032
190.5,165.65879640459005,224.41669171981255
191.0,165.65878694316436,224.41705201050073
191.5,165.65877563451542,224.41739738532664
192.0,165.6587624786432,224.4177282976238
192.5,165.6587474755477,224.41804521556736
193.0,165.65873062522894,224.41834862217425
193.5,165.65871192768688,224.41863901530303
194.0,165.65869138292157,224.41891690765397
194.5,165.65866899093297,224.41918282676906
195.0,165.6586447517211,224.41943731503198
195.5,165.65861866528596,224.41968092966812
196.0,165.65859073162753,224.41991424274454
196.5,165.65856095074582,224.42013784117
197.0,165.65852932264087,224.420352326695
197.5,165.65849584731262,224.42055831591165
198.0,165.6584605247611,224.4207564402539
198.5,165.6584233549863,224.42094734599726
199.0,165.65838433798822,224.421131694259
199.5,165.65834347376688,224.4213101609981
200.0,165.65830076232226,224.4214834370152
200.5,165.65825620365436,224.4216522279527
201.0,165.6582097977632,224.42181725429458
201.5,165.65816154464875,224.42197925136668
202.0,165.65811144431103,224.42213896933637
202.5,165.65805949675004,224.42229717321288
203.0,165.65800570196578,224.42245464284701
203.5,165.65799773618497,224.4226121729313
204.0,165.65799021205487,224.42277057300004
204.5,165.65798275420096,224.42293066742914
205.0,165.65797536262326,224.42309329543625
205.5,165.65796803732175,224.4232593110807
206.0,165.65796077829648,224.42342958326356
206.5,165.65795358554743,224.42360499572752
207.0,165.65794645907457,224.42378644705704
207.5,165.65793939887794,224.42397485067826
208.0,165.6579324049575,224.4241682402915
208.5,165.65792547731328,224.42436128227575
209.0,165.65791861594528,224.42455363150822
209.5,165.65791182085349,224.42474508808812
210.0,165.6579050920379,224.4249354578903
210.5,165.65789842949854,224.4251245525654
211.0,165.6578918332354,224.42531218953965
211.5,165.65788530324843,224.42549819201508
212.0,165.65787883953772,224.42568238896934
212.5,165.65787244210318,224.42586461515583
213.0,165.65786611094487,224.42604471110363
213.5,165.65785984606276,224.4262225231175
214.0,165.6578536474569,224.42639790327797
214.5,165.65784751512723,224.4265707094412
215.0,165.65784144907374,224.42674080523904
215.5,165.6578354492965,224.4269080600791
216.0,165.65782951579547,224.42707234914468
216.5,165.65782364857063,224.42723355339473
217.0,165.65781784762203,224.42739155956394
217.5,165.6578121129496,224.4275462601627
218.0,165.65780644455342,224.42769755347706
218.5,165.65780084243346,224.4278453435688
219.0,165.6577953065897,224.4279895402754
219.5,165.65778983702214,224.42813005921008
220.0,165.65778443373077,224.42826682176167
220.5,165.65777909671564,224.42839975509474
221.0,165.65777382597673,224.4285287921496
221.5,165.657768621514,224.4286538716422
222.0,165.65776348332753,224.42877493806424
222.5,165.65775841141723,224.42889194168305
223.0,165.65775340578315,224.42900483854174
223.5,165.6577484664253,224.42911359045905
224.0,165.65774359334364,224.4292181650295
224.5,165.6577387865382,224.42931853562322
225.0,165.65773404600898,224.4294146813861
225.5,165.65772937175598,224.42950658723973
226.0,165.65772476377916,224.42959424388133
226.5,165.65772022207858,224.4296776477839
227.0,165.6577157466542,224.4297568011961
227.5,165.65771133750604,224.42983171214232
228.0,165.65770699463408,224.42990239442258
228.5,165.65770271803834,224.4299688676127
229.0,165.6576985077188,224.43003115706412
229.5,165.6576943636755,224.43008929390402
230.0,165.65769028590836,224.43014331503525
230.5,165.65768627441747,224.4301932631364
231.0,165.6576823292028,224.4302391866617
231.5,165.6576784502643,224.43028113984116
232.0,165.65767463760204,224.4303191826804
232.5,165.65767089121601,224.43035338096078
233.0,165.65766721110617,224.4303838062394
233.5,165.65766359727255,224.430410535849
234.0,165.65766004971513,224.43043365289807
234.5,165.65765656843394,224.43045324627073
235.0,165.65765315342892,224.4304694106269
235.5,165.65764980470016,224.43048224640205
236.0,165.6576465222476,224.43049185980752
236.5,165.65764330607124,224.43049836283024
237.0,165.65764015617108,224.43050187323286
237.5,165.65763707254717,224.43050251455375
238.0,165.65763405519945,224.43050041610695
238.5,165.65763110412794,224.43049571298226
239.0,165.65762821933265,224.4304885460451
239.5,165.65762540081357,224.43047906193664
240.0,165.65762264857068,224.43046741307373
240.5,165.65761996260403,224.43045375764893
241.0,165.65761734291357,224.43043825963048
241.5,165.65761478949935,224.43042108876236
242.0,165.65761230236131,224.4304024205642
242.5,165.6576098814995,224.4303824363314
243.0,165.6576075269139,224.43036132313495
243.5,165.6576052386045,224.43033927382163
244.0,165.65760301657133,224.4303164870139
244.5,165.65760086081437,224.43029316710988
245.0,165.65759877133362,224.43026952428346
245.5,165.65759674812907,224.43024577448418
246.0,165.65759479120075,224.43022213943726
246.5,165.65759290054862,224.4301988466437
247.0,165.6575910761727,224.4301761293801
247.5,165.65758931807304,224.43015422669885
248.0,165.65758762624955,224.43013338342797
248.5,165.65758600070228,224.4301138501712
249.0,165.6575844414312,224.43009588330804
249.5,165.65758294843636,224.43007974499358
250.0,165.65758152171773,224.43006570315868
250.5,165.6575801612753,224.43005403150988
251.0,165.6575788671091,224.43004500952944
251.5,165.65757763921908,224.4300389224753
252.0,165.6575764776053,224.4300360613811
252.5,165.65757538226774,224.4300367230562
253.0,165.65757435320637,224.4300412100856
253.5,165.65757339042122,224.4300498308301
254.0,165.65757249391226,224.43006289942608
254.5,165.65757166367953,224.4300807357857
255.0,165.65757089972303,224.43010366559687
255.5,165.6575702020427,224.43013202032304
256.0,165.65756957063863,224.43016594157106
256.5,165.65756900551074,224.43020269388018
257.0,165.65756850665906,224.4302411963377
257.5,165.6575680740836,224.43028132028368
258.0,165.65756770778435,224.4303229394451
258.5,165.65756740776132,224.43036592993593
259.0,165.6575671740145,224.43041017025706
259.5,165.6575670065439,224.43045554129642
260.0,165.65756690534948,224.43050192632884
260.5,165.6575668704313,224.4305492110162
261.0,165.65756690178932,224.43059728340725
261.5,165.65756699942355,224.4306460339378
262.0,165.65756716333402,224.43069535543052
262.5,165.65756739352068,224.43074514309512
263.0,165.65756768998355,224.43079529452834
263.5,165.65756805272264,224.43084570971374
264.0,165.6575684817379,224.43089629102198
264.5,165.65756897702943,224.43094694321059
265.0,165.65756953859716,224.43099757342412
265.5,165.65757016644108,224.43104809119407
266.0,165.6575708605612,224.43109840843894
266.5,165.65757162095758,224.43114843946418
267.0,165.65757244763014,224.43119810096215
267.5,165.65757334057892,224.4312473120123
268.0,165.6575742998039,224.4312959940809
268.5,165.65757532530512,224.4313440710213
269.0,165.6575764170825,224.4313914690738
269.5,165.65757757513614,224.43143811686562
270.0,165.657578799466,224.43148394541097
270.5,165.65758009007203,224.43152888811107
271.0,165.65758144695428,224.43157288075406
271.5,165.65758287011278,224.43161586151507
272.0,165.65758435954746,224.43165777095615
272.5,165.65758591525835,224.4316985520264
273.0,165.65758753724546,224.43173815006182
273.5,165.65758922550876,224.43177651278543
274.0,165.6575909800483,224.43181359030714
274.5,165.65759280086405,224.43184933512393
275.0,165.657594687956,224.43188370211965
275.5,165.65759664132418,224.4319166485652
276.0,165.65759866096855,224.4319481341184
276.5,165.65760074688913,224.431978120824
277.0,165.65760289908593,224.43200657311385
277.5,165.65760511755894,224.43203345780665
278.0,165.65760740230817,224.43205874410808
278.5,165.65760975333362,224.43208240361082
279.0,165.65761217063528,224.43210441029453
279.5,165.65761465421312,224.4321247405258
280.0,165.6576172040672,224.4321433730582
280.5,165.65761982019748,224.43216028903228
281.0,165.65762250260397,224.43217547197554
281.5,165.65762525128667,224.43218890780247
282.0,165.6576280662456,224.43220058481447
282.5,165.65763094748073,224.4322104937
283.0,165.65763389499207,224.43221862753444
283.5,165.65763690877964,224.43222498178014
284.0,165.6576399888434,224.43222955428638
284.5,165.65764313518338,224.43223234528944
285.0,165.65764634779958,224.43223335741263
285.5,165.65764962669198,224.4322325956661
286.0,165.65765297186059,224.43223006744708
286.5,165.6576563833054,224.43222578253975
287.0,165.65765986102645,224.43221975311513
287.5,165.6576634050237,224.43221199373144
288.0,165.65766701529716,224.43220252133364
288.5,165.65767069184685,224.4321913552538
289.0,165.65767443467274,224.4321785172109
289.5,165.65767824377482,224.4321640313109
290.0,165.65768211915312,224.43214792404672
290.5,165.65768606080766,224.43213022429828
291.0,165.6576900687384,224.43211096333246
291.5,165.65769414294533,224.43209017480302
292.0,165.6576982834285,224.43206789475084
292.5,165.65770249018786,224.43204416160364
293.0,165.65770676322344,224.43201901617618
293.5,165.65771110253522,224.43199250167015
294.0,165.65771550812323,224.43196466367425
294.5,165.65771997998746,224.43193555016407
295.0,165.65772451812788,224.43190521150223
295.5,165.6577291225445,224.43187370043833
296.0,165.65773379323736,224.4318410721089
296.5,165.65773853020642,224.43180738403743
297.0,165.6577433334517,224.43177269613443
297.5,165.65774818639034,224.43173707069735
298.0,165.65774930939958,224.43170057241056
298.5,165.65775041521582,224.4316632683455
299.0,165.65775150383908,224.43162522796044
299.5,165.6577525752694,224.43158652310078
300.0,165.65775362950674,224.43154722799875
300.5,165.65775466655109,224.4315074192736
301.0,165.65775568640248,224.4314671759316
301.5,165.6577566890609,224.4314265793659
302.0,165.65775767452632,224.43138571335666
302.5,165.6577586427988,224.43134466407102
303.0,165.6577595938783,224.43130352006307
303.5,165.65776052776482,224.43126237227384
304.0,165.65776144445837,224.43122131403138
304.5,165.65776234395898,224.43118044105069
305.0,165.65776322626658,224.4311398514337
305.5,165.6577640913812,224.43109964566938
306.0,165.65776493930287,224.43105992663362
306.5,165.65776577003157,224.43102079958925
307.0,165.65776658356728,224.43098237218615
307.5,165.65776737991004,224.4309447544611
308.0,165.6577681590598,224.4309080588379
308.5,165.6577689210166,224.4308724001272
309.0,165.65776966578042,224.43083789552682
309.5,165.65777039335129,224.43080466462138
310.0,165.65777110372917,224.43077282938248
310.5,165.6577717969141,224.43074251416877
311.0,165.65777247290603,224.43071384572585
311.5,165.65777313170497,224.4306869531862
312.0,165.657773773311,224.4306619680694
312.5,165.657774397724,224.43063902428187
313.0,165.65777500494406,224.4306182581171
313.5,165.65777559497113,224.4305998082555
314.0,165.65777616780522,224.43058381576444
314.5,165.65777672344635,224.43057042409825
315.0,165.65777726189452,224.43055977909827
315.5,165.6577777831497,224.43055202899282
316.0,165.65777828721193,224.43054732439708
316.5,165.65777877408115,224.43054581831333
317.0,165.65777924375743,224.43054766613076
317.5,165.65777969624074,224.4305530256255
318.0,165.65778013153104,224.43056205696067
318.5,165.6577805496284,224.4305749226864
319.0,165.65778095053278,224.4305917877397
319.5,165.6577813342442,224.43061281944466
320.0,165.65778170076263,224.43063599520693
320.5,165.6577820500881,224.430658664974
321.0,165.65778238222057,224.43068082674787
321.5,165.6577826971601,224.43070248614237
322.0,165.65778299490663,224.430723648854
322.5,165.6577832754602,224.43074432066206
323.0,165.6577835388208,224.43076450742845
323.5,165.65778378498842,224.43078421509787
324.0,165.6577840139631,224.43080344969763
324.5,165.65778422574476,224.4308222173378
325.0,165.65778442033348,224.43084052421113
325.5,165.6577845977292,224.4308583765931
326.0,165.65778475793198,224.43087578084186
326.5,165.65778490094178,224.4308927433983
327.0,165.65778502675857,224.43090927078592
327.5,165.65778513538243,224.43092536961103
328.0,165.6577852268133,224.43094104656262
328.5,165.6577853010512,224.43095630841233
329.0,165.65778535809613,224.43097116201457
329.5,165.6577853979481,224.43098561430642
330.0,165.65778542060707,224.43099967230762
330.5,165.6577854260731,224.4310133431207
331.0,165.65778541434614,224.43102663393083
331.5,165.6577853854262,224.4310395520059
332.0,165.6577853393133,224.4310521046965
332.5,165.65778527600742,224.43106429943592
333.0,165.65778519550858,224.43107614374017
333.5,165.65778509781674,224.43108764520795
334.0,165.65778498293196,224.43109881152063
334.5,165.65778485085417,224.43110965044238
335.0,165.65778470158344,224.43112016981993
335.5,165.65778453511973,224.43113037758286
336.0,165.65778435146305,224.43114028174332
336.5,165.6577841506134,224.43114989039628
337.0,165.65778393257077,224.43115921171935
337.5,165.65778369733516,224.4311682539728
338.0,165.65778344490658,224.4311770254997
338.5,165.65778317528503,224.43118553472576
339.0,165.6577828884705,224.4311937901594
339.5,165.65778258446304,224.43120180039176
340.0,165.65778226326256,224.43120957409667
340.5,165.6577819248691,224.43121712003068
341.0,165.65778156928272,224.431224447033
341.5,165.65778119650332,224.43123156402558
342.0,165.65778080653098,224.43123848001306
342.5,165.65778039936563,224.4312452040828
343.0,165.65777997500734,224.43125174540484
343.5,165.65777953345608,224.43125811323193
344.0,165.65777907471184,224.43126431689953
344.5,165.65777859877463,224.43127036582575
345.0,165.6577781056444,224.4312762695115
345.5,165.65777759532125,224.43128203754034
346.0,165.6577770678051,224.4312876795785
346.5,165.65777652309603,224.43129320537497
347.0,165.65777596119395,224.4312986247614
347.5,165.6577753820989,224.43130394765217
348.0,165.65777478581086,224.43130918404435
348.5,165.65777417232988,224.43131434401772
349.0,165.6577735416559,224.43131943773474
349.5,165.65777289378894,224.43132447544062
