0,0.03881
0.174,0.03717
0.347,0.0382
0.521,0.03732
0.695,0.03466
0.868,0.03106
1.042,0.02743
1.215,0.0269
1.389,0.02895
1.563,0.03203
1.736,0.0316
1.91,0.02939
2.084,0.02703
2.257,0.02622
2.431,0.02835
2.604,0.02845
2.778,0.02575
2.952,0.02449
3.125,0.02604
3.299,0.02758
3.473,0.02778
3.646,0.0268
3.82,0.02596
3.993,0.02897
4.167,0.03309
4.341,0.03583
4.514,0.03741
4.688,0.03818
4.862,0.0386
5.035,0.0403
5.209,0.04464
5.383,0.04833
5.556,0.04545
5.73,0.04283
5.903,0.04633
6.077,0.04856
6.251,0.05089
6.424,0.05469
6.598,0.05607
6.772,0.05455
6.945,0.05324
7.119,0.05538
7.292,0.05624
7.466,0.05392
7.64,0.05195
7.813,0.05499
7.987,0.05803
8.161,0.05492
8.334,0.05235
8.508,0.05007
8.682,0.04735
8.855,0.04563
9.029,0.04751
9.202,0.04622
9.376,0.04412
9.55,0.04385
9.723,0.04026
9.897,0.03678
10.071,0.0359
10.244,0.03372
10.418,0.03406
10.591,0.03577
10.765,0.0335
10.939,0.0349
11.112,0.03688
11.286,0.03225
11.46,0.03006
11.633,0.03068
11.807,0.03766
11.98,0.04059
12.154,0.0352
12.328,0.03518
12.501,0.04037
12.675,0.04212
12.849,0.0408
13.022,0.03968
13.196,0.03772
13.37,0.03983
13.543,0.04687
13.717,0.05007
13.89,0.04973
14.064,0.04696
14.238,0.04763
14.411,0.04986
14.585,0.04582
14.759,0.04529
14.932,0.0455
15.106,0.04551
15.279,0.04507
15.453,0.04158
15.627,0.04207
15.8,0.04559
15.974,0.04201
16.148,0.0396
16.321,0.04279
16.495,0.04435
16.668,0.04527
16.842,0.04296
17.016,0.03946
17.189,0.03911
17.363,0.04434
17.537,0.04536
17.71,0.04005
17.884,0.04264
18.058,0.04947
18.231,0.05092
18.405,0.04842
18.578,0.05045
18.752,0.05095
18.926,0.04857
19.099,0.04561
19.273,0.04646
19.447,0.04837
19.62,0.04673
19.794,0.04679
19.967,0.04914
20.141,0.04816
20.315,0.04384
20.488,0.04251
20.662,0.04204
20.836,0.04121
21.009,0.04005
21.183,0.04011
21.356,0.04157
21.53,0.04313
21.704,0.04505
21.877,0.04635
22.051,0.04641
22.225,0.04388
22.398,0.04248
22.572,0.04559
22.746,0.04933
22.919,0.04937
23.093,0.04833
23.266,0.04546
23.44,0.03923
23.614,0.03659
23.787,0.0374
23.961,0.0368
24.135,0.0359
24.308,0.0361
24.482,0.03532
24.655,0.03678
24.829,0.03889
25.003,0.03777
25.176,0.03382
25.35,0.02967
25.524,0.02586
25.697,0.02622
25.871,0.02622
26.045,0.02482
26.218,0.02588
26.392,0.02742
26.565,0.02671
26.739,0.02383
26.913,0.02278
27.086,0.02588
27.26,0.02783
27.434,0.02651
27.607,0.02325
27.781,0.02305
27.954,0.0261
28.128,0.02821
28.302,0.02827
28.475,0.02652
28.649,0.02663
28.823,0.0296
28.996,0.03052
29.17,0.02886
29.343,0.03087
29.517,0.03547
29.691,0.03658
29.864,0.03558
30.038,0.03679
30.212,0.04158
30.385,0.04524
30.559,0.04527
30.733,0.04383
30.906,0.04226
31.08,0.04197
31.253,0.03823
31.427,0.03233
31.601,0.03235
31.774,0.03423
31.948,0.03154
32.122,0.02652
32.295,0.02226
32.469,0.0212
32.642,0.02136
32.816,0.01925
32.99,0.01951
33.163,0.02188
33.337,0.02619
33.511,0.02851
33.684,0.02583
33.858,0.02583
34.031,0.02684
34.205,0.02806
34.379,0.03131
34.552,0.03364
34.726,0.03208
34.9,0.03148
35.073,0.03412
35.247,0.0354
35.421,0.03601
35.594,0.03405
35.768,0.03397
35.941,0.03886
36.115,0.04258
36.289,0.04155
36.462,0.03852
36.636,0.04125
36.81,0.04368
36.983,0.04543
37.157,0.04598
37.33,0.04445
37.504,0.04261
37.678,0.04415
37.851,0.04625
38.025,0.04774
38.199,0.0476
38.372,0.044
38.546,0.04413
38.719,0.04575
38.893,0.04392
39.067,0.04441
39.24,0.04782
39.414,0.04948
39.588,0.04527
39.761,0.0418
39.935,0.0429
40.109,0.04159
40.282,0.03758
40.456,0.03367
40.629,0.03561
40.803,0.03568
40.977,0.03954
41.15,0.04673
41.324,0.04969
41.498,0.04789
41.671,0.04257
41.845,0.04145
42.018,0.04047
42.192,0.03833
42.366,0.03742
42.539,0.03545
42.713,0.03565
42.887,0.03403
43.06,0.03224
43.234,0.03581
43.408,0.03836
43.581,0.03814
43.755,0.03874
43.928,0.04077
44.102,0.04659
44.276,0.04921
44.449,0.0514
44.623,0.05433
44.797,0.05515
44.97,0.05101
45.144,0.05146
45.317,0.05425
45.491,0.05155
45.665,0.05074
45.838,0.05038
46.012,0.04958
46.186,0.04644
46.359,0.04196
46.533,0.04139
46.706,0.04093
46.88,0.04238
47.054,0.04109
47.227,0.03889
47.401,0.03741
47.575,0.04001
47.748,0.04573
47.922,0.04448
48.096,0.04111
48.269,0.04259
48.443,0.04559
48.616,0.04641
48.79,0.04682
48.964,0.04663
49.137,0.04492
49.311,0.04639
49.485,0.0496
49.658,0.05141
49.832,0.05059
50.005,0.04997
50.179,0.04753
50.353,0.04512
50.526,0.04395
50.7,0.04239
50.874,0.03928
51.047,0.03625
51.221,0.03604
51.394,0.03633
51.568,0.03486
51.742,0.03263
51.915,0.03494
52.089,0.0371
52.263,0.03475
52.436,0.03224
52.61,0.02725
52.784,0.02295
52.957,0.02446
53.131,0.02604
53.304,0.02651
53.478,0.02662
53.652,0.02516
53.825,0.02443
53.999,0.02506
54.173,0.02404
54.346,0.02258
54.52,0.02463
54.693,0.02644
54.867,0.02447
55.041,0.02552
55.214,0.02993
55.388,0.03254
55.562,0.03006
55.735,0.02628
55.909,0.02527
56.082,0.02538
56.256,0.02353
56.43,0.0213
56.603,0.02101
56.777,0.0197
56.951,0.0178
57.124,0.01747
57.298,0.01777
57.472,0.01752
57.645,0.01707
57.819,0.0162
57.992,0.01509
58.166,0.01421
58.34,0.01411
58.513,0.01531
58.687,0.01352
58.861,0.01392
59.034,0.01493
59.208,0.01497
59.381,0.01802
59.555,0.02031
59.729,0.01821
59.902,0.01469
60.076,0.01683
60.25,0.02119
60.423,0.02132
60.597,0.01782
60.771,0.0177
60.944,0.01947
61.118,0.01502
61.291,0.01093
61.465,0.01145
61.639,0.01241
61.812,0.01146
61.986,0.00821
62.16,0.00845
62.333,0.01072
62.507,0.01319
62.68,0.01748
62.854,0.01993
63.028,0.01855
63.201,0.01712
63.375,0.01732
63.549,0.01818
63.722,0.02191
63.896,0.02303
64.069,0.0202
64.243,0.02143
64.417,0.02457
64.59,0.02205
64.764,0.02172
64.938,0.02165
65.111,0.02402
65.285,0.02809
65.459,0.02491
65.632,0.01989
65.806,0.0198
65.979,0.02045
66.153,0.02233
66.327,0.02064
66.5,0.02021
66.674,0.02161
66.848,0.02128
67.021,0.0214
67.195,0.0215
67.368,0.0199
67.542,0.02127
67.716,0.0235
67.889,0.02352
68.063,0.02417
68.237,0.02686
68.41,0.0251
68.584,0.01939
68.757,0.02127
68.931,0.02479
69.105,0.0214
69.278,0.02697
69.452,0.02721
69.626,0.02153
69.799,0.01929
69.973,0.02632
70.147,0.03252
70.32,0.0309
70.494,0.02805
70.667,0.02713
70.841,0.02361
71.015,0.01939
71.188,0.0184
71.362,0.0161
71.536,0.01649
71.709,0.01687
71.883,0.0188
72.056,0.01754
72.23,0.01576
72.404,0.01733
72.577,0.01915
72.751,0.01981
72.925,0.01848
73.098,0.01681
73.272,0.01662
73.445,0.01514
73.619,0.0154
73.793,0.01746
73.966,0.0169
74.14,0.01623
74.314,0.01883
74.487,0.01985
74.661,0.01871
74.835,0.01538
75.008,0.01437
75.182,0.01693
75.355,0.01854
75.529,0.01696
75.703,0.01594
75.876,0.01688
76.05,0.01871
76.224,0.02102
76.397,0.02362
76.571,0.02696
76.744,0.03047
76.918,0.02914
