t,bgt127,jt305,gob33
247.5,223.8058522389069,297.13147261564797,667.0924975429489
248.0,223.80583819164738,297.20387786281793,667.2884161652385
248.5,223.80582658441088,297.2757586570996,667.4830109252949
249.0,223.80581770337253,297.3471184840798,667.6762912086533
249.5,223.80581184066185,297.4179608146248,667.8682663327729
250.0,223.805809294363,297.4882891048802,668.0589455470375
250.5,223.80581036851456,297.558106796271,668.2483380327551
251.0,223.8058153731097,297.62741731550125,668.4364529031578
251.5,223.80582462409606,297.6962240745545,668.6232992034022
252.0,223.80583844337585,297.76453047069367,668.8088859105688
252.5,223.80585715880568,297.83233988646083,668.9932219336631
253.0,223.80588110419686,297.89965568967745,669.1763161136142
253.5,223.805910619315,297.9664812334443,669.3581777710633
254.0,223.80594547409157,298.0328198561415,669.5388197775137
254.5,223.8059826772482,298.0986748814284,669.7182505838755
255.0,223.8060216349748,298.1640496182437,669.8964774966446
255.5,223.80606221584802,298.2289473608056,670.0735077946537
256.0,223.80610429091305,298.2933713886112,670.2493487290717
256.5,223.80614773368356,298.3573249664373,670.4240075234048
257.0,223.80619242014163,298.4208113443399,670.5974913734955
257.5,223.80623822873787,298.48383375765417,670.7698074475229
258.0,223.80628504039126,298.54639542699476,670.940962886003
258.5,223.80633273848943,298.60849955825563,671.1109648017884
259.0,223.8063812088883,298.67014934260993,671.2798202800682
259.5,223.8064303399124,298.7313479565102,671.4475363783685
260.0,223.80648002235463,298.79209856168836,671.6141201265516
260.5,223.80653014947646,298.8524043051555,671.7795785268169
261.0,223.80658061700777,298.91226831920216,671.9439185537003
261.5,223.8066313231469,298.9716937213981,672.1071471540744
262.0,223.80668216856068,299.0306836145924,672.2692712471484
262.5,223.80673305638447,299.08924108691355,672.4302977244682
263.0,223.80678389222203,299.1473692117692,672.5902334499165
263.5,223.80683458414563,299.20507104784656,672.7490852597124
264.0,223.806885042696,299.2623496391118,672.9068599624119
264.5,223.8069351808823,299.31920801481067,673.0635643389077
265.0,223.80698491418227,299.37564918946816,673.2192051424288
265.5,223.807034160542,299.4316761628886,673.3737890985415
266.0,223.80708284037615,299.4872919201556,673.527322905148
266.5,223.80713087656784,299.5424994316321,673.6798132324878
267.0,223.80717819446858,299.59730165296025,673.8312667231369
267.5,223.80722472189842,299.65170152506175,673.9816899920077
268.0,223.8072703891459,299.70570197413736,674.1310896263496
268.5,223.80731512896804,299.7593059116673,674.2794721857485
269.0,223.80735887659023,299.8125162344111,674.4268442021272
269.5,223.8074015697064,299.86533582440757,674.5732121797447
270.0,223.80744314847902,299.9177675489748,674.7185825951971
270.5,223.80748355553894,299.96981426071017,674.862961897417
271.0,223.8075227359855,300.0214787974906,675.0063565076738
271.5,223.8075606373865,300.07276398247205,675.1487728195732
272.0,223.8075972097783,300.1236726240899,675.290217199058
272.5,223.80763240566563,300.1742075160589,675.4306959844076
273.0,223.80766618002173,300.224371437373,675.5702154862378
273.5,223.80769849028835,300.27416715230555,675.7087819875012
274.0,223.80772929637564,300.3235974104092,675.8464017434874
274.5,223.80775856066228,300.3726649465159,675.983080981822
275.0,223.80778624799538,300.42137248073686,676.1188259024678
275.5,223.8078123256906,300.4697227184627,676.2536426777242
276.0,223.80783676353198,300.5177183503634,676.3875374522271
276.5,223.80785953377207,300.56536205238797,676.5205163429492
277.0,223.8078806111319,300.61265648576506,676.6525854391997
277.5,223.807899972801,300.6596042970025,676.7837508026247
278.0,223.80791759843734,300.7062081178874,676.9140184672069
278.5,223.8079334701673,300.75247056548625,677.0433944392655
279.0,223.80794757258587,300.7983942421448,677.1718846974566
279.5,223.80795989275643,300.8439817354881,677.2994951927727
280.0,223.8079704202108,300.8892356184207,677.4262318485434
280.5,223.80797914694935,300.93415844912613,677.5521005604345
281.0,223.80798606744088,300.97875277106755,677.6771071964487
281.5,223.8079911786227,301.02302111298724,677.8012575969253
282.0,223.80799447990051,301.0669659889068,677.9245575745406
282.5,223.8079959731486,301.1105898981274,678.047012914307
283.0,223.8079956627096,301.1538953252291,678.1686293735738
283.5,223.80799355539475,301.19688474007165,678.2894126820272
284.0,223.80798966048368,301.23956059779385,678.4093685416898
284.5,223.80798398972448,301.281925338814,678.5285026269211
285.0,223.80797655733377,301.3239813888296,678.6468205844169
285.5,223.80796737999663,301.3657311588176,678.76432803321
286.0,223.80795647686656,301.407177045034,678.8810305646698
286.5,223.80794386956558,301.4483214290144,678.9969337425023
287.0,223.8079295821842,301.4891666775736,679.1120431027501
287.5,223.80791364128135,301.5297151428056,679.2263641537927
288.0,223.80789607588449,301.56996916208396,679.3399023763462
288.5,223.80787691748947,301.6099310580613,679.4526632234632
289.0,223.80785620006074,301.6496031386697,679.5646521205331
289.5,223.80783396003108,301.6889876971206,679.6758744652819
290.0,223.80781023630183,301.72808701190456,679.7863356277724
290.5,223.80778507024283,301.7669033467916,679.896040950404
291.0,223.8077585056923,301.8054389508311,680.0049957479126
291.5,223.80773058895699,301.8436960583516,680.113205307371
292.0,223.8077013688121,301.88167688896107,680.2206748881888
292.5,223.80767089650135,301.91938364754674,680.3274097221117
293.0,223.8076392257369,301.95681852427515,680.4334150132228
293.5,223.80760641269933,301.9939836945922,680.5386959379412
294.0,223.8075725160378,302.03088131922306,680.643257645023
294.5,223.80753759686985,302.06751354417224,680.7471052555611
295.0,223.80750171878157,302.1038825007235,680.8502438629849
295.5,223.80746494782744,302.13999030544005,680.9526785330604
296.0,223.8074273525305,302.1758390601643,681.0544143038902
296.5,223.80738900388218,302.21143085201805,681.1554561859141
297.0,223.80734997534245,302.2467677534023,681.2558091619078
297.5,223.8073103428397,302.2818518219974,681.3554781869842
298.0,223.80727018477086,302.31668510076315,681.4544681885927
298.5,223.80722958200124,302.3512696179385,681.5527840665195
299.0,223.80718861786468,302.3856073870418,681.6504306928873
299.5,223.80714737816353,302.4197004068706,681.7474129121555
300.0,223.80710595116855,302.453550661502,681.8437355411202
300.5,223.807064427619,302.4871586974532,681.9394033689141
301.0,223.80702290072256,302.5205240223579,682.0344211570067
301.5,223.8069814661555,302.55364823857803,682.1287936392042
302.0,223.8069402220624,302.58653296904714,682.2225255216492
302.5,223.8068992690565,302.61917982920676,682.3156214828214
303.0,223.80685871021936,302.65159042700583,682.4080861735366
303.5,223.80681865110108,302.68376636290105,682.4999242169478
304.0,223.80677919972024,302.71570922985694,682.5911402085443
304.5,223.80674046656384,302.74742061334547,682.6817387161524
305.0,223.80670256458743,302.7789020913465,682.7717242799347
305.5,223.80666560921497,302.8101552343473,682.8611014123908
306.0,223.80662971833894,302.841181605343,682.9498745983568
306.5,223.80659501232023,302.87198275983644,683.0380482950054
307.0,223.80656161398824,302.902560245838,683.1256269318461
307.5,223.8065296486409,302.93291560386587,683.2126149107253
308.0,223.80649924404446,302.9630503669457,683.2990166058254
308.5,223.80647053043384,302.9929660606111,683.3848363636661
309.0,223.80644364051227,303.0226642029031,683.4700785031034
309.5,223.80641870945155,303.0521463043706,683.5547473153302
310.0,223.80639587489188,303.08141386807,683.6388470638761
310.5,223.806375276942,303.11046838956554,683.7223819846071
311.0,223.8063570581791,303.139311356929,683.805356285726
311.5,223.80634136364878,303.1679442507399,683.8877741477723
312.0,223.80632834086524,303.1963685440854,683.9696397236223
312.5,223.80631813981105,303.2245857025603,684.0509571384888
313.0,223.80631091293728,303.2525971842673,684.1317304899211
313.5,223.8063068151635,303.2804044398165,684.2119638478055
314.0,223.80630600387772,303.30800891232576,684.2916612543647
314.5,223.80630863893643,303.3354120374206,684.3708267241584
315.0,223.80631488266457,303.3626152432344,684.4494642440827
315.5,223.80632489985564,303.3896199504079,684.5275777733705
316.0,223.80633885777152,303.41642757208973,684.605171243591
316.5,223.80635692614257,303.4430395139361,684.6822436136036
317.0,223.80637917074688,303.4694571741111,684.7587932705961
317.5,223.80640245217893,303.49568194328606,684.8348236686932
318.0,223.8064252469869,303.52171520464043,684.9103382448347
318.5,223.80644755779002,303.5475583338611,684.9853404178002
319.0,223.80646938737488,303.5732126991427,685.0598335882083
319.5,223.80649073869517,303.59867966118753,685.1338211385178
320.0,223.80651161487194,303.62396057320547,685.2073064330261
320.5,223.80653201919336,303.6490567809143,685.2802928178709
321.0,223.80655195511494,303.67396962253923,685.3527836210291
321.5,223.80657142625935,303.69870042881325,685.4247821523169
322.0,223.80659043641657,303.7232505229771,685.4962917033902
322.5,223.8066089895437,303.747621220779,685.5673155477446
323.0,223.80662708976521,303.771813830475,685.6378569407148
323.5,223.80664474137274,303.7958296528289,685.707919119475
324.0,223.80666194882514,303.81966998111193,685.7775053030396
324.5,223.80667871674856,303.84333610110315,685.8466186922615
325.0,223.80669504993634,303.86682929108923,685.9152624698337
325.5,223.8067109533491,303.8901508218646,685.9834398002887
326.0,223.80672643211463,303.9133019567313,686.0511538299983
326.5,223.80674149152802,303.93628395149904,686.1184076871738
327.0,223.80675613705156,303.95909805448525,686.1852044818661
327.5,223.80677037431482,303.981745506515,686.2515473059657
328.0,223.80678420911454,304.004227540921,686.3174392332023
328.5,223.80679764741473,304.02654538354375,686.3828833191454
329.0,223.80681069534666,304.04870025273124,686.4478826012039
329.5,223.80682335920883,304.0706933593394,686.5124400986259
330.0,223.80683564546692,304.09252590673145,686.5765588124996
330.5,223.8068475607539,304.1141990907787,686.6402417257522
331.0,223.80685911186998,304.13571409985985,686.7034918031504
331.5,223.8068703057826,304.1570721148614,686.7663119913009
332.0,223.8068811496264,304.1782743091775,686.8287052186494
332.5,223.8068916507033,304.1993218487099,686.8906743954813
333.0,223.80690181648245,304.2202158918682,686.9522224139213
333.5,223.8069116546002,304.24095758956946,687.0133521479339
334.0,223.8069211728602,304.2615480852386,687.074066453323
334.5,223.80693037923328,304.28198851480806,687.134368167732
335.0,223.80693928185752,304.30228000671804,687.1942601106434
335.5,223.80694788903824,304.32242368191646,687.2537450833801
336.0,223.80695620924806,304.34242065385877,687.3128258691034
336.5,223.8069642511267,304.3622720285082,687.3715052328151
337.0,223.80697202348122,304.38197890433565,687.4297859213559
337.5,223.8069795352859,304.4015423723196,687.4876706634061
338.0,223.80698679568226,304.4209635159465,687.5451621694855
338.5,223.80699381397903,304.44024341120996,687.6022631319536
339.0,223.80700059965218,304.4593831266118,687.6589762250092
339.5,223.80700716234492,304.4783837231611,687.7153041046905
340.0,223.80701351186772,304.4972462543749,687.7712494088756
340.5,223.8070196581983,304.5159717662777,687.8268147572817
341.0,223.80702561148152,304.5345612974018,687.8820027514656
341.5,223.80703138202958,304.5530158787872,687.9368159748238
342.0,223.8070369803219,304.57133653398154,687.991256992592
342.5,223.80704241700505,304.58952427904,688.0453283518457
343.0,223.807047702893,304.60758012252563,688.0990325814995
343.5,223.80705284896675,304.62550506550906,688.1523721923079
344.0,223.80705786637472,304.6433001015686,688.2053496768648
344.5,223.8070627664325,304.6609662167903,688.2579675096034
345.0,223.80706756062284,304.67850438976774,688.3102281467966
345.5,223.80707226059587,304.6959155916022,688.3621340265568
346.0,223.80707687816883,304.71320078590287,688.4136875688356
346.5,223.80708142532626,304.73036092878635,688.4648911754247
347.0,223.80708591421995,304.74739696887696,688.5157472299546
347.5,223.8070903571689,304.76430984730683,688.5662580978958
348.0,223.8070947666593,304.78110049771556,688.6164261265582
348.5,223.80709915534467,304.7977698462506,688.6662536450909
349.0,223.80710353604573,304.814318811567,688.715742964483
349.5,223.80710792175037,304.83074830482747,688.7648963775625
350.0,223.80711232561384,304.84705922970244,688.8137161589975
