time,data,data_error,nutrient_n,logistic_n,interface_n,logistic,interface
22.22,73.02166666666666,2.613455630641799,67.02345939703005,67.01196172220953,72.75344525642622,51.497205825399234,73.41145604035357
22.67,77.35333333333334,2.6502577862036993,70.94871590622314,70.95584272533256,76.91010656825868,56.28568176364733,77.53617917106895
23.12,80.895,3.8892811675166947,74.95533751398584,74.9810490957768,81.03226741665304,61.35641159703173,81.62266562409121
23.57,85.12766666666667,1.9814646939406535,79.0352359049353,79.07920473997234,85.11988960460687,66.69662203074229,85.67126765005233
24.06,89.166,2.5721516285009316,83.55139422025634,83.6145678189415,89.53153645355577,72.79727191946836,90.03706909536163
24.57,96.23700000000001,5.589073626281913,88.32182466281294,88.40392992543724,94.07967514851018,79.43293480531064,94.5342814524675
25.08,100.68633333333334,5.948865970362198,93.15097332864427,93.2506482996382,98.5833330148833,86.32034163254824,98.9842660215126
25.6,105.45666666666666,7.230846723125403,98.12164251939609,98.23757983446352,103.1294724696202,93.54507082953957,103.47339203215478
26.11,108.532,8.102521274270126,103.02934753012708,103.15913950868901,107.54322252341606,100.77001683197398,107.82949884378843
26.62,113.75666666666666,7.558764074459089,107.956804760408,108.09822340221524,111.9124339003265,108.07251773953337,112.13985751732359
27.13,114.35366666666665,6.414114150319851,112.89099319935525,113.04178502802135,116.23710275842024,115.39113542827855,116.40494852578215
27.64,118.104,6.450423551984781,117.81945610381887,117.97720333346066,120.51723287622318,122.66285813499545,120.62524759499289
28.16,123.46866666666665,4.429333396046561,122.82640058567573,122.98864400777762,124.83544170075213,129.96194037258854,124.88266773338881
28.67,132.85433333333333,4.517439577164619,127.70786464144112,127.8719307536522,129.02566368458716,136.9422346760586,129.01393584474513
29.27,134.61766666666665,2.764177514801344,133.39936250454414,133.56232548656826,133.8983909800901,144.85690081858073,133.81874189215125
29.81,142.76466666666667,4.906503575188075,138.46158287537907,138.62066522391103,138.23125423325152,151.65088990294876,138.0923408148789
30.35,142.73299999999998,5.149109437562961,143.45549448323675,143.6081515215516,142.51434753295564,158.0904883005399,142.31843829709462
30.89,147.657,5.336822743917949,148.3709631112125,148.5149132433918,146.74773221179004,164.14442547001255,146.49756363817926
