Name,α,β,L
bgt127,0.7566074556292838,0.05205545939332107,15.398197302526013
jt305,0.2839035062043067,0.014604734487302257,15.796614488172382
gob33,0.30534783762731355,0.013629972994983095,31.06561966222035
