file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom,strain,mid_height,max_height,min_height,width,hL,hR,avg_height,std_height,forward_change,smooth_height,slope,slope_error,order
bgt127_001.datx,A,0.42,8976,26812,0.0,0.0,11082,50,bgt127,0.34,2.931,-0.298,3.097,14240,25759,0.322,0.092,-0.18,0.471,-0.14,0.147,1
bgt127_004.datx,A,0.74,8968,26815,0.0,0.0,11076,50,bgt127,0.266,3.699,-0.378,3.098,14240,25759,0.264,0.093,0.568,0.437,-0.172,0.111,2
bgt127_007.datx,A,1.06,8964,26831,0.0,0.0,11066,50,bgt127,0.469,4.711,-0.261,3.102,14240,25759,0.448,0.099,0.933,0.363,-0.006,0.128,3
bgt127_010.datx,A,1.39,8961,26845,0.0,0.0,11058,50,bgt127,0.818,5.928,-0.356,3.105,14240,25759,0.75,0.128,-1.184,0.377,0.144,0.134,4
bgt127_013.datx,A,1.71,8950,26863,0.0,0.0,11043,50,bgt127,0.319,7.615,-0.45,3.11,14240,25759,0.366,0.122,-0.24,0.467,0.277,0.134,5
bgt127_016.datx,A,2.04,8925,26882,0.0,0.0,11021,50,bgt127,0.128,9.768,-0.438,3.118,14240,25759,0.288,0.179,-1.164,0.706,0.555,0.195,6
bgt127_019.datx,A,2.36,8890,26891,0.0,0.0,10999,50,bgt127,-0.263,11.727,-0.739,3.125,14240,25759,-0.089,0.321,0.363,0.956,0.648,0.173,7
bgt127_022.datx,A,2.68,8876,26940,0.0,0.0,10968,50,bgt127,-0.182,14.026,-0.626,3.136,14240,25759,0.029,0.295,2.536,1.233,0.874,0.184,8
bgt127_025.datx,A,3.01,8828,26966,0.0,0.0,10931,50,bgt127,0.627,16.494,-0.215,3.149,14240,25759,0.851,0.302,1.202,1.641,1.199,0.217,9
bgt127_028.datx,A,3.33,8805,27032,0.0,0.0,10886,50,bgt127,1.099,18.79,-0.002,3.164,14240,25759,1.241,0.378,1.267,2.116,1.565,0.23,10
bgt127_031.datx,A,3.66,8752,27061,0.0,0.0,10845,50,bgt127,1.288,20.895,-0.002,3.179,14240,25759,1.653,0.451,5.493,2.524,1.8,0.219,11
bgt127_034.datx,A,3.98,8711,27124,0.0,0.0,10793,50,bgt127,3.271,23.522,-0.001,3.197,14240,25759,3.432,0.529,-1.706,3.281,2.293,0.226,12
bgt127_037.datx,A,4.31,8664,27183,0.0,0.0,10740,50,bgt127,2.35,25.702,-0.0,3.215,14240,25759,2.88,0.803,3.21,4.321,2.955,0.293,13
bgt127_040.datx,A,4.63,8601,27236,0.0,0.0,10682,50,bgt127,3.156,28.089,-0.001,3.235,14240,25759,3.919,1.178,5.065,5.674,3.702,0.401,14
bgt127_043.datx,A,4.95,8533,27301,0.0,0.0,10616,50,bgt127,4.666,31.594,-0.001,3.258,14240,25759,5.563,1.32,3.325,7.267,4.488,0.485,15
bgt127_046.datx,A,5.28,8465,27376,0.0,0.0,10544,50,bgt127,5.421,34.783,-0.001,3.283,14240,25759,6.64,1.375,4.771,9.089,5.41,0.542,16
bgt127_049.datx,A,5.72,8376,27492,0.0,0.0,10442,50,bgt127,7.245,38.748,-0.002,3.319,14240,25759,8.763,1.38,9.849,12.192,7.57,0.664,17
bgt127_052.datx,A,6.04,8298,27585,0.0,0.0,10356,50,bgt127,9.916,42.209,-0.002,3.348,14240,25759,11.914,1.717,10.583,14.601,8.85,0.622,18
bgt127_055.datx,A,6.36,8212,27665,0.0,0.0,10273,50,bgt127,12.765,45.973,-0.001,3.377,14240,25759,15.307,2.156,9.537,17.433,9.955,0.602,19
bgt127_058.datx,A,6.68,8126,27751,0.0,0.0,10187,50,bgt127,15.408,48.665,0.0,3.407,14240,25759,18.364,2.514,11.144,20.411,10.779,0.503,20
bgt127_061.datx,A,7.0,8026,27841,0.0,0.0,10092,50,bgt127,18.647,52.095,-0.003,3.44,14240,25759,21.93,2.81,13.177,23.531,11.457,0.349,21
bgt127_064.datx,A,7.32,7940,27935,0.0,0.0,10002,50,bgt127,22.72,55.144,-0.0,3.471,14240,25759,26.161,2.873,15.044,26.935,11.956,0.206,22
bgt127_067.datx,A,7.65,7867,28043,0.0,0.0,9912,50,bgt127,27.463,58.969,-0.001,3.503,14240,25759,30.984,2.877,13.263,30.653,11.803,0.196,23
bgt127_070.datx,A,7.97,7779,28146,0.0,0.0,9816,50,bgt127,31.516,62.068,-0.0,3.536,14240,25759,35.235,2.94,14.109,34.199,11.66,0.234,24
bgt127_073.datx,A,8.29,7679,28222,0.0,0.0,9728,50,bgt127,36.047,65.453,-0.0,3.567,14240,25759,39.766,2.858,8.026,37.934,11.679,0.276,25
bgt127_076.datx,A,8.61,7597,28326,0.0,0.0,9635,50,bgt127,38.417,67.8,-0.001,3.599,14240,25759,42.338,2.984,10.437,41.41,11.313,0.322,26
bgt127_079.datx,A,8.93,7520,28431,0.0,0.0,9544,50,bgt127,41.716,70.598,-0.001,3.63,14240,25759,45.696,3.013,12.835,44.833,10.761,0.336,27
bgt127_082.datx,A,9.25,7433,28523,0.0,0.0,9455,50,bgt127,46.007,73.305,-0.0,3.661,14240,25759,49.81,2.881,7.746,48.396,10.436,0.323,28
bgt127_085.datx,A,9.57,7354,28618,0.0,0.0,9368,50,bgt127,48.335,75.713,-0.008,3.692,14240,25759,52.293,2.968,8.524,51.593,9.822,0.242,29
bgt127_088.datx,A,9.94,7242,28716,0.0,0.0,9263,50,bgt127,51.421,78.288,-0.004,3.728,14240,25759,55.442,2.999,9.688,55.085,9.334,0.192,30
bgt127_091.datx,A,10.43,7112,28856,0.0,0.0,9128,50,bgt127,56.23,81.78,-0.0,3.775,14240,25759,60.157,2.926,8.58,59.535,8.874,0.173,31
bgt127_094.datx,A,10.91,6986,29001,0.0,0.0,8992,50,bgt127,60.272,85.768,-0.001,3.822,14240,25759,64.337,3.066,8.547,63.717,8.5,0.165,32
bgt127_097.datx,A,11.4,6858,29140,0.0,0.0,8859,50,bgt127,64.513,89.847,-0.001,3.868,14240,25759,68.502,3.057,7.619,67.79,8.106,0.162,33
bgt127_100.datx,A,11.89,6726,29270,0.0,0.0,8728,50,bgt127,68.272,93.756,-0.001,3.914,14240,25759,72.214,3.112,7.789,71.659,7.81,0.164,34
bgt127_103.datx,A,12.38,6604,29404,0.0,0.0,8600,50,bgt127,72.099,97.447,-0.004,3.958,14240,25759,76.013,3.145,6.718,75.437,7.463,0.128,35
bgt127_106.datx,A,12.86,6483,29531,0.0,0.0,8476,50,bgt127,75.224,101.241,-0.004,4.001,14240,25759,79.286,3.314,7.311,79.024,7.178,0.113,36
bgt127_109.datx,A,13.35,6356,29657,0.0,0.0,8349,50,bgt127,78.798,104.717,-0.001,4.045,14240,25759,82.86,3.383,6.797,82.434,6.842,0.128,37
bgt127_112.datx,A,13.84,6244,29800,0.0,0.0,8222,50,bgt127,82.067,108.009,-0.003,4.09,14240,25759,86.172,3.449,6.656,85.772,6.668,0.107,38
bgt127_115.datx,A,14.33,6126,29930,0.0,0.0,8098,50,bgt127,85.191,111.371,-0.0,4.133,14240,25759,89.411,3.58,6.242,89.045,6.534,0.082,39
bgt127_118.datx,A,14.81,5999,30049,0.0,0.0,7975,50,bgt127,88.154,114.621,-0.002,4.175,14240,25759,92.452,3.68,5.085,92.168,6.37,0.093,40
bgt127_121.datx,A,15.3,5881,30179,0.0,0.0,7851,50,bgt127,90.505,117.172,-0.002,4.218,14240,25759,94.927,3.812,7.439,95.385,6.372,0.094,41
bgt127_124.datx,A,15.79,5778,30320,0.0,0.0,7729,50,bgt127,94.13,120.725,-0.003,4.261,14240,25759,98.551,3.816,6.493,98.35,6.165,0.14,42
bgt127_127.datx,A,16.27,5657,30437,0.0,0.0,7610,50,bgt127,97.351,123.569,-0.006,4.302,14240,25759,101.711,3.806,4.952,101.336,6.095,0.14,43
bgt127_130.datx,A,16.76,5548,30568,0.0,0.0,7490,50,bgt127,99.718,126.003,-0.003,4.344,14240,25759,104.129,3.873,8.515,104.254,6.006,0.147,44
bgt127_133.datx,A,17.25,5438,30697,0.0,0.0,7370,50,bgt127,103.892,129.943,-0.002,4.385,14240,25759,108.273,3.852,2.593,107.056,5.829,0.172,45
bgt127_136.datx,A,17.74,5334,30828,0.0,0.0,7253,50,bgt127,105.061,131.223,-0.003,4.426,14240,25759,109.535,3.939,7.242,109.876,5.571,0.15,46
bgt127_139.datx,A,18.22,5222,30953,0.0,0.0,7134,50,bgt127,108.588,134.628,-0.002,4.467,14240,25759,113.052,3.942,5.22,112.569,5.411,0.142,47
bgt127_142.datx,A,18.71,5117,31081,0.0,0.0,7018,50,bgt127,111.079,137.045,-0.002,4.508,14240,25759,115.592,3.994,4.299,115.28,5.407,0.141,48
bgt127_145.datx,A,19.2,5005,31206,0.0,0.0,6899,50,bgt127,113.122,139.612,-0.0,4.549,14240,25759,117.687,4.063,5.411,118.0,5.318,0.12,49
bgt127_148.datx,A,19.68,4894,31325,0.0,0.0,6784,50,bgt127,115.733,141.971,-0.005,4.589,14240,25759,120.32,4.076,5.189,120.437,5.324,0.117,50
bgt127_151.datx,A,20.17,4781,31451,0.0,0.0,6665,50,bgt127,118.247,144.492,-0.004,4.63,14240,25759,122.845,4.088,6.715,122.968,5.083,0.118,51
bgt127_154.datx,A,20.66,4667,31574,0.0,0.0,6546,50,bgt127,121.605,147.195,-0.003,4.671,14240,25759,126.117,4.022,5.07,125.417,5.044,0.12,52
bgt127_157.datx,A,21.14,4564,31705,0.0,0.0,6429,50,bgt127,123.981,149.982,-0.003,4.712,14240,25759,128.593,4.095,3.347,127.802,4.948,0.132,53
bgt127_160.datx,A,21.63,4433,31813,0.0,0.0,6310,50,bgt127,125.625,151.266,-0.003,4.754,14240,25759,130.227,4.086,4.313,130.304,4.908,0.124,54
bgt127_163.datx,A,22.12,4313,31918,0.0,0.0,6197,50,bgt127,127.715,153.383,-0.002,4.793,14240,25759,132.329,4.106,5.684,132.714,4.804,0.113,55
bgt127_166.datx,A,22.61,4186,32031,0.0,0.0,6077,50,bgt127,130.451,156.051,-0.003,4.834,14240,25759,135.095,4.133,3.931,135.039,4.635,0.099,56
bgt127_169.datx,A,23.09,4068,32141,0.0,0.0,5963,50,bgt127,132.371,158.097,-0.004,4.874,14240,25759,137.01,4.142,6.502,137.299,4.674,0.099,57
bgt127_172.datx,A,23.57,3960,32333,0.0,0.0,5813,50,bgt127,135.467,161.15,-0.002,4.926,14240,25759,140.102,4.139,3.816,139.47,4.736,0.085,58
bgt127_175.datx,A,24.06,3834,32394,0.0,0.0,5720,50,bgt127,137.412,162.602,-0.003,4.958,14240,25759,141.961,4.066,3.663,141.651,4.557,0.127,59
bgt127_178.datx,A,24.54,3714,32531,0.0,0.0,5591,50,bgt127,139.143,164.309,-0.004,5.003,14240,25759,143.746,4.113,5.464,143.837,4.36,0.121,60
bgt127_181.datx,A,25.03,3598,32615,0.0,0.0,5491,50,bgt127,141.89,166.786,-0.004,5.038,14240,25759,146.411,4.048,4.448,145.931,4.228,0.121,61
bgt127_184.datx,A,25.52,3498,32783,0.0,0.0,5357,50,bgt127,144.063,169.126,-0.005,5.084,14240,25759,148.586,4.052,2.502,148.093,4.122,0.084,62
bgt127_187.datx,A,26.01,3371,32771,0.0,2.0,5300,50,bgt127,145.382,169.845,0.0,5.104,14240,25759,149.806,4.014,4.406,150.158,4.206,0.093,63
bgt127_190.datx,A,26.5,3262,32845,0.0,6.5,5208,50,bgt127,147.565,171.879,0.0,5.136,14240,25759,151.955,3.992,3.945,152.229,4.232,0.094,64
bgt127_193.datx,A,26.98,3155,32915,0.0,8.5,5120,50,bgt127,149.626,173.482,0.0,5.167,14240,25759,153.879,3.903,5.118,154.135,3.97,0.153,65
bgt127_196.datx,A,27.47,3046,32993,0.0,11.0,5026,50,bgt127,152.158,176.086,0.0,5.199,14240,25759,156.376,3.918,4.749,156.001,3.892,0.161,66
bgt127_199.datx,A,27.96,2937,33055,0.0,16.0,4941,50,bgt127,154.418,178.42,0.0,5.229,14240,25759,158.695,4.02,3.905,157.808,3.831,0.169,67
bgt127_202.datx,A,28.45,2829,33125,0.0,20.0,4852,50,bgt127,156.443,180.052,0.0,5.26,14240,25759,160.598,3.907,0.633,159.81,3.837,0.17,68
bgt127_205.datx,A,28.94,2721,33196,0.0,21.0,4762,50,bgt127,156.749,180.281,0.0,5.291,14240,25759,160.907,3.949,4.729,161.664,3.699,0.167,69
bgt127_208.datx,A,29.42,2627,33277,0.0,24.0,4675,50,bgt127,159.153,182.502,0.0,5.321,14240,25759,163.217,3.936,3.308,163.458,3.51,0.155,70
bgt127_211.datx,A,29.91,2522,33345,0.0,27.0,4588,50,bgt127,160.709,184.255,0.0,5.351,14240,25759,164.832,4.026,6.186,165.267,3.556,0.163,71
bgt127_214.datx,A,30.4,2413,33414,0.0,30.0,4499,50,bgt127,163.839,186.706,0.0,5.382,14240,25759,167.859,3.959,1.588,166.956,3.607,0.157,72
bgt127_217.datx,A,30.89,2293,33463,0.0,32.0,4415,50,bgt127,164.759,187.145,0.0,5.412,14240,25759,168.635,3.859,2.835,168.568,3.636,0.148,73
bgt127_220.datx,A,31.38,2185,33524,0.0,34.0,4330,50,bgt127,166.137,188.509,0.0,5.441,14240,25759,170.018,3.926,5.405,170.224,3.32,0.172,74
bgt127_223.datx,A,31.87,2073,33581,0.0,38.0,4246,50,bgt127,168.856,190.91,0.0,5.47,14240,25759,172.657,3.934,2.465,171.882,3.206,0.205,75
bgt127_226.datx,A,32.35,1962,33642,0.0,40.0,4160,50,bgt127,170.13,191.886,0.0,5.5,14240,25759,173.86,3.914,2.552,172.963,2.469,0.318,76
bgt127_229.datx,A,32.84,1856,33703,0.0,42.0,4076,50,bgt127,171.407,192.977,0.0,5.529,14240,25759,175.104,3.922,1.467,173.909,2.108,0.337,77
bgt127_232.datx,A,33.33,1745,33746,0.0,46.0,3999,50,bgt127,172.105,193.807,0.0,5.556,14240,25759,175.82,3.981,-1.094,174.887,1.712,0.272,78
bgt127_235.datx,A,33.92,7384,39600,0.0,49.5,3892,50,bgt127,171.366,194.308,0.0,5.593,14240,25759,175.176,4.206,2.28,176.098,1.351,0.181,79
bgt127_238.datx,A,34.56,7241,39674,0.0,52.0,3783,50,bgt127,172.857,195.73,0.0,5.631,14240,25759,176.629,4.319,1.793,176.97,1.315,0.244,80
bgt127_241.datx,A,35.24,7101,39764,0.0,55.0,3668,50,bgt127,174.181,196.743,0.0,5.671,14240,25759,177.848,4.324,2.021,178.553,2.098,0.407,81
bgt127_244.datx,A,35.91,6956,39839,0.0,58.0,3558,50,bgt127,175.586,198.134,0.0,5.709,14240,25759,179.222,4.369,5.14,180.164,2.705,0.24,82
bgt127_247.datx,A,36.59,6806,39918,0.0,63.0,3444,50,bgt127,179.22,201.134,0.0,5.749,14240,25759,182.711,4.393,1.885,181.898,3.02,0.287,83
bgt127_250.datx,A,37.27,6662,39985,0.0,68.0,3338,50,bgt127,180.455,202.735,0.0,5.785,14240,25759,183.99,4.5,2.545,183.867,2.938,0.294,84
bgt127_253.datx,A,37.95,6521,40054,0.0,70.0,3233,50,bgt127,182.307,204.007,0.0,5.822,14240,25759,185.719,4.45,2.908,185.99,2.644,0.144,85
bgt127_256.datx,A,38.63,6382,40119,0.0,75.0,3131,50,bgt127,184.26,206.076,0.0,5.857,14240,25759,187.694,4.647,3.153,187.403,2.31,0.329,86
bgt127_259.datx,A,39.31,6243,40182,0.0,78.0,3030,50,bgt127,186.551,207.765,0.0,5.892,14240,25759,189.839,4.583,-0.087,189.295,2.578,0.411,87
bgt127_262.datx,A,39.99,6103,40239,0.0,79.5,2932,50,bgt127,186.433,207.778,0.0,5.927,14240,25759,189.78,4.662,5.384,191.231,2.799,0.439,88
bgt127_265.datx,A,40.67,5968,40302,0.0,84.0,2833,50,bgt127,190.128,211.027,0.0,5.961,14240,25759,193.435,4.746,2.895,193.372,3.351,0.471,89
bgt127_268.datx,A,41.35,5837,40357,0.0,88.0,2740,50,bgt127,192.101,212.869,0.0,5.993,14240,25759,195.402,4.825,4.424,195.139,3.349,0.472,90
bgt127_271.datx,A,42.03,5705,40403,0.0,92.4,2651,50,bgt127,195.216,215.27,0.0,6.024,14240,25759,198.403,4.738,0.386,197.03,2.193,0.457,91
bgt127_274.datx,A,42.71,5579,40435,0.0,95.0,2572,50,bgt127,195.333,216.019,0.0,6.052,14240,25759,198.665,4.928,0.856,198.317,1.441,0.411,92
bgt127_277.datx,A,43.38,5450,40483,0.0,97.0,2483,50,bgt127,195.938,216.377,0.0,6.082,14240,25759,199.246,4.968,0.919,199.384,0.865,0.092,93
bgt127_280.datx,A,44.06,5327,40536,0.0,98.0,2395,50,bgt127,196.651,216.779,0.0,6.113,14240,25759,199.87,4.981,1.278,199.896,0.896,0.076,94
bgt127_283.datx,A,44.74,5208,40546,0.0,101.0,2331,50,bgt127,197.455,217.79,0.0,6.135,14240,25759,200.737,5.035,0.328,201.202,1.915,0.6,95
bgt127_286.datx,A,45.42,5085,40583,0.0,102.0,2251,50,bgt127,197.7,217.803,0.0,6.163,14240,25759,200.96,4.99,6.254,203.233,3.461,0.817,96
bgt127_289.datx,A,46.1,4963,40627,0.0,108.0,2168,50,bgt127,201.924,221.871,0.0,6.192,14240,25759,205.203,5.248,6.162,205.333,4.082,0.624,97
bgt127_292.datx,A,46.78,4839,40634,0.0,112.0,2102,50,bgt127,206.3,225.076,0.0,6.215,14240,25759,209.39,5.068,1.462,206.873,2.963,1.152,98
bgt127_295.datx,A,47.46,4711,40654,0.0,113.0,2028,50,bgt127,207.365,225.886,0.0,6.24,14240,25759,210.382,5.24,-2.876,208.885,1.572,1.43,99
bgt127_298.datx,A,48.14,4585,40693,0.0,115.0,1946,50,bgt127,205.259,224.752,0.0,6.269,14240,25759,208.43,5.216,NaN,208.921,-0.707,1.252,100
bgt127_002.datx,B,0.52,9350,27484,0.0,0.0,10933,50,bgt127,-0.248,3.349,-0.28,3.148,14240,25759,0.036,0.16,0.452,0.038,0.48,0.026,1
bgt127_005.datx,B,0.85,9348,27491,0.0,0.0,10928,50,bgt127,-0.014,4.212,-0.266,3.15,14240,25759,0.183,0.158,0.667,0.221,0.393,0.054,2
bgt127_008.datx,B,1.17,9334,27503,0.0,0.0,10915,50,bgt127,0.213,5.491,-0.258,3.154,14240,25759,0.399,0.118,0.187,0.326,0.599,0.126,3
bgt127_011.datx,B,1.5,9326,27524,0.0,0.0,10901,50,bgt127,0.343,6.777,-0.165,3.159,14240,25759,0.459,0.119,0.501,0.526,0.663,0.107,4
bgt127_014.datx,B,1.82,9311,27532,0.0,0.0,10889,50,bgt127,0.385,8.589,-0.217,3.163,14240,25759,0.621,0.184,0.786,0.758,0.715,0.092,5
bgt127_017.datx,B,2.14,9290,27559,0.4,0.0,10865,50,bgt127,0.636,10.791,-0.007,3.172,14240,25759,0.876,0.177,0.228,1.014,0.76,0.081,6
bgt127_020.datx,B,2.47,9264,27580,0.4,0.0,10842,50,bgt127,0.745,12.898,-0.062,3.18,14240,25759,0.95,0.228,-0.503,1.288,0.797,0.072,7
bgt127_023.datx,B,2.79,9233,27623,0.9,0.0,10805,50,bgt127,0.179,15.426,-0.445,3.193,14240,25759,0.787,0.363,4.089,1.611,0.948,0.093,8
bgt127_026.datx,B,3.12,9195,27653,2.0,0.0,10771,50,bgt127,1.205,18.528,0.002,3.205,14240,25759,2.113,0.511,-0.158,2.168,1.369,0.227,9
bgt127_029.datx,B,3.44,9147,27697,2.0,0.0,10725,50,bgt127,0.906,20.492,0.002,3.22,14240,25759,2.062,0.481,1.043,2.817,1.837,0.292,10
bgt127_032.datx,B,3.76,9094,27744,1.0,0.0,10675,50,bgt127,1.196,22.462,-0.001,3.238,14240,25759,2.402,0.537,1.123,3.341,2.007,0.326,11
bgt127_035.datx,B,4.09,9049,27804,0.5,0.0,10622,50,bgt127,1.309,24.199,-0.014,3.256,14240,25759,2.765,0.663,1.023,4.343,2.68,0.396,12
bgt127_038.datx,B,4.41,8992,27847,0.0,0.0,10572,50,bgt127,1.594,26.355,-0.003,3.273,14240,25759,3.097,0.727,3.526,5.493,3.382,0.424,13
bgt127_041.datx,B,4.74,8932,27913,0.0,0.0,10509,50,bgt127,2.606,29.427,-0.001,3.295,14240,25759,4.239,0.862,9.831,6.846,4.113,0.439,14
bgt127_044.datx,B,5.06,8870,27986,0.0,0.0,10442,50,bgt127,5.792,33.055,0.0,3.319,14240,25759,7.423,0.909,4.356,8.303,4.668,0.423,15
bgt127_047.datx,B,5.38,8785,28055,0.0,0.0,10365,50,bgt127,7.109,36.778,-0.0,3.345,14240,25759,8.836,1.067,6.365,10.172,5.695,0.467,16
bgt127_050.datx,B,5.83,8684,28166,0.0,0.5,10259,50,bgt127,9.88,41.138,0.0,3.382,14240,25759,11.658,1.335,6.659,13.227,7.747,0.523,17
bgt127_053.datx,B,6.15,8603,28257,0.0,0.5,10173,50,bgt127,11.602,44.343,0.0,3.412,14240,25759,13.792,1.855,8.153,15.844,8.85,0.574,18
bgt127_056.datx,B,6.47,8520,28345,0.0,0.0,10087,50,bgt127,13.943,47.61,0.0,3.442,14240,25759,16.406,2.258,4.685,18.639,9.578,0.552,19
bgt127_059.datx,B,6.79,8414,28411,0.0,-0.5,10001,50,bgt127,15.09,49.967,-0.499,3.472,14240,25759,17.905,2.604,17.724,21.669,10.216,0.539,20
bgt127_062.datx,B,7.11,8323,28496,0.0,-0.5,9913,50,bgt127,20.538,53.781,-0.5,3.502,14240,25759,23.587,2.631,10.472,24.681,10.884,0.434,21
bgt127_065.datx,B,7.43,8232,28586,0.0,0.0,9823,50,bgt127,23.233,56.937,0.0,3.534,14240,25759,26.943,2.852,15.517,27.837,11.291,0.338,22
bgt127_068.datx,B,7.75,8155,28687,0.0,0.5,9734,50,bgt127,28.126,60.489,0.0,3.565,14240,25759,31.926,2.749,15.149,31.345,11.133,0.299,23
bgt127_071.datx,B,8.07,8065,28790,0.0,0.5,9637,50,bgt127,32.801,63.909,0.0,3.598,14240,25759,36.791,2.687,6.723,34.683,11.198,0.282,24
bgt127_074.datx,B,8.39,7978,28876,0.0,-0.5,9551,50,bgt127,34.908,65.696,-0.501,3.628,14240,25759,38.946,2.644,12.588,38.232,11.289,0.327,25
bgt127_077.datx,B,8.72,7888,28977,0.0,-0.5,9455,50,bgt127,38.926,68.736,-0.499,3.661,14240,25759,42.995,2.588,9.637,41.721,11.09,0.333,26
bgt127_080.datx,B,9.04,7787,29055,0.0,-0.5,9366,50,bgt127,41.883,71.288,-0.5,3.692,14240,25759,46.078,2.669,8.64,45.136,10.388,0.276,27
bgt127_083.datx,B,9.36,7704,29150,0.0,0.0,9277,50,bgt127,44.644,73.872,0.0,3.723,14240,25759,48.848,2.729,8.773,48.547,10.157,0.282,28
bgt127_086.datx,B,9.68,7631,29247,0.0,-0.5,9192,50,bgt127,47.446,76.284,-0.5,3.753,14240,25759,51.661,2.796,10.471,51.623,9.526,0.21,29
bgt127_089.datx,B,10.05,7537,29357,0.0,-0.5,9090,50,bgt127,51.399,79.369,-0.5,3.788,14240,25759,55.529,2.786,11.035,55.137,9.248,0.151,30
bgt127_092.datx,B,10.53,7417,29486,2.0,0.0,8965,50,bgt127,56.829,83.967,0.0,3.831,14240,25759,60.905,2.866,6.587,59.616,8.97,0.144,31
bgt127_095.datx,B,11.02,7279,29601,2.0,0.0,8839,50,bgt127,60.082,87.444,0.0,3.875,14240,25759,64.115,2.959,7.654,63.821,8.727,0.168,32
bgt127_098.datx,B,11.51,7156,29736,3.0,0.0,8710,50,bgt127,63.673,91.612,-0.004,3.92,14240,25759,67.839,3.155,10.327,68.043,8.423,0.186,33
bgt127_101.datx,B,11.99,7044,29874,3.0,0.0,8585,50,bgt127,68.927,95.92,-0.002,3.964,14240,25759,72.871,3.034,7.771,72.029,7.988,0.193,34
bgt127_104.datx,B,12.48,6920,29998,3.0,0.0,8461,50,bgt127,72.641,99.432,0.0,4.007,14240,25759,76.666,3.145,6.602,75.925,7.695,0.161,35
bgt127_107.datx,B,12.97,6774,30102,3.0,0.0,8336,50,bgt127,75.721,103.148,-0.0,4.05,14240,25759,79.882,3.277,8.369,79.58,7.572,0.175,36
bgt127_110.datx,B,13.46,6665,30246,3.0,0.0,8209,50,bgt127,79.813,107.103,-0.0,4.094,14240,25759,83.969,3.307,5.296,83.151,7.201,0.196,37
bgt127_113.datx,B,13.94,6540,30373,2.0,0.0,8083,50,bgt127,82.365,109.299,-0.0,4.138,14240,25759,86.549,3.341,8.171,86.663,6.817,0.128,38
bgt127_116.datx,B,14.43,6417,30502,2.0,0.0,7957,50,bgt127,86.323,113.288,-0.0,4.181,14240,25759,90.53,3.377,6.729,90.049,6.745,0.114,39
bgt127_119.datx,B,14.92,6283,30603,2.0,0.0,7840,50,bgt127,89.496,116.401,-0.004,4.222,14240,25759,93.805,3.466,4.893,93.368,6.719,0.111,40
bgt127_122.datx,B,15.41,6161,30730,1.0,0.0,7715,50,bgt127,91.692,118.63,0.0,4.265,14240,25759,96.186,3.593,6.719,96.498,6.427,0.155,41
bgt127_125.datx,B,15.89,6061,30873,1.0,0.0,7594,50,bgt127,94.889,122.132,-0.001,4.308,14240,25759,99.46,3.649,7.98,99.629,6.424,0.155,42
bgt127_128.datx,B,16.38,5943,30993,1.0,0.0,7475,50,bgt127,98.755,125.749,-0.001,4.349,14240,25759,103.343,3.65,6.621,102.747,6.238,0.142,43
bgt127_131.datx,B,16.87,5834,31123,1.0,0.0,7355,50,bgt127,101.895,128.481,-0.001,4.391,14240,25759,106.576,3.708,3.103,105.714,6.12,0.154,44
bgt127_134.datx,B,17.35,5709,31230,1.0,0.0,7239,50,bgt127,103.285,130.269,-0.001,4.431,14240,25759,108.087,3.794,8.326,108.613,6.028,0.163,45
bgt127_137.datx,B,17.84,5614,31375,1.0,0.0,7119,50,bgt127,107.4,133.705,-0.003,4.472,14240,25759,112.143,3.75,5.097,111.487,5.742,0.16,46
bgt127_140.datx,B,18.33,5505,31503,1.0,0.0,7001,50,bgt127,109.835,136.382,-0.001,4.514,14240,25759,114.615,3.813,5.209,114.198,5.393,0.152,47
bgt127_143.datx,B,18.81,5395,31636,1.0,0.0,6879,50,bgt127,112.22,138.832,-0.005,4.556,14240,25759,117.153,3.936,5.67,116.879,5.349,0.147,48
bgt127_146.datx,B,19.3,5285,31750,0.5,0.0,6767,50,bgt127,115.061,141.553,-0.003,4.595,14240,25759,119.913,3.849,4.361,119.613,5.543,0.176,49
bgt127_149.datx,B,19.79,5166,31868,1.0,0.0,6649,50,bgt127,117.145,143.339,-0.001,4.636,14240,25759,122.038,3.876,3.936,122.281,5.276,0.161,50
bgt127_152.datx,B,20.27,5047,31982,1.5,0.0,6532,50,bgt127,118.916,145.664,-0.001,4.676,14240,25759,123.953,3.977,7.189,124.675,5.101,0.198,51
bgt127_155.datx,B,20.76,4930,32102,1.5,0.0,6414,50,bgt127,122.422,148.685,-0.001,4.717,14240,25759,127.452,3.957,7.655,127.097,4.987,0.204,52
bgt127_158.datx,B,21.25,4813,32219,1.5,0.0,6297,50,bgt127,126.339,151.435,-0.003,4.758,14240,25759,131.19,3.84,1.852,129.453,4.819,0.213,53
bgt127_161.datx,B,21.74,4681,32311,1.0,0.0,6185,50,bgt127,127.183,152.528,-0.002,4.797,14240,25759,132.095,3.858,3.308,131.835,4.805,0.213,54
bgt127_164.datx,B,22.22,4566,32420,2.0,0.0,6073,50,bgt127,128.62,154.58,-0.001,4.836,14240,25759,133.705,3.995,5.596,134.038,4.508,0.237,55
bgt127_167.datx,B,22.71,4462,32532,2.0,0.0,5965,50,bgt127,131.436,157.125,-0.004,4.873,14240,25759,136.432,3.918,3.866,136.238,4.116,0.182,56
