file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom,strain,mid_height,max_height,min_height,width,hL,hR,avg_height,std_height,forward_change,smooth_height,slope,slope_error,order
ea387_219.datx,C,42.8,2991,44582,0.0,0.0,1704,50,ea387,200.16,201.687,-0.003,7.221,16740,28259,197.402,3.758,5.565,198.506,3.799,0.458,73
ea387_222.datx,C,43.62,2825,44783,0.0,0.0,1521,50,ea387,204.678,206.117,0.0,7.285,16740,28259,201.922,3.636,4.055,201.417,4.325,0.193,74
ea387_225.datx,C,44.41,2676,44964,0.0,0.0,1356,50,ea387,207.801,209.208,0.0,7.342,16740,28259,205.155,3.458,3.526,204.313,3.672,0.441,75
ea387_228.datx,C,45.21,2517,45137,0.0,0.0,1190,50,ea387,210.599,212.044,0.0,7.4,16740,28259,207.97,3.484,1.377,207.25,3.05,0.253,76
ea387_231.datx,C,46.01,2367,45317,0.0,0.0,1025,50,ea387,211.622,213.02,0.0,7.457,16740,28259,209.069,3.329,3.841,209.929,3.069,0.26,77
ea387_234.datx,C,46.81,2218,45491,0.0,0.0,863,50,ea387,214.684,216.017,-0.0,7.513,16740,28259,212.137,3.251,3.99,212.039,2.719,0.356,78
ea387_237.datx,C,47.61,2073,45677,0.0,0.0,698,50,ea387,217.796,219.224,-0.001,7.57,16740,28259,215.32,3.262,0.47,214.197,2.875,0.342,79
ea387_240.datx,C,48.4,1926,45843,0.0,0.0,541,50,ea387,218.106,219.431,-0.0,7.625,16740,28259,215.695,3.118,3.841,216.611,2.69,0.295,80
ea387_243.datx,C,49.2,1778,46009,0.0,0.0,384,50,ea387,221.242,222.461,0.0,7.679,16740,28259,218.761,3.074,2.99,218.759,2.575,0.498,81
ea387_246.datx,C,50.0,1632,46187,0.0,0.0,222,50,ea387,223.554,224.807,-0.001,7.735,16740,28259,221.153,3.099,NaN,221.266,3.415,0.245,82
ea387_D.datx,D,50.45,681,47929,0.0,0.0,1876,50,ea387,277.218,277.28,0.0,8.203,19740,31259,271.29,6.115,NaN,NaN,NaN,NaN,1
ea387_E.datx,E,50.72,839,50941,0.0,0.0,449,50,ea387,208.433,208.551,0.0,8.699,19740,31259,205.125,3.262,NaN,NaN,NaN,NaN,1
ea387_F.datx,F,50.91,713,46815,0.0,0.0,2449,50,ea387,167.826,167.837,0.0,8.004,19740,31259,166.201,1.526,NaN,NaN,NaN,NaN,1
cc117_001.datx,A,0.56,4490,20734,0.0,0.0,8878,50,cc117,1.308,1.92,-0.0,2.82,11240,22759,1.217,0.173,-0.265,0.937,0.797,0.229,1
cc117_004.datx,A,0.97,4507,20758,0.0,0.0,8874,50,cc117,1.124,2.515,-0.0,2.821,11240,22759,1.108,0.168,0.568,1.214,1.167,0.261,2
cc117_007.datx,A,1.38,4519,20772,0.0,0.0,8873,50,cc117,1.351,3.518,-0.0,2.822,11240,22759,1.341,0.196,1.036,1.754,1.612,0.316,3
cc117_010.datx,A,1.8,4522,20788,0.0,0.0,8867,50,cc117,1.81,5.217,-0.0,2.824,11240,22759,1.767,0.261,1.844,2.644,2.164,0.396,4
cc117_013.datx,A,2.21,4509,20815,0.0,0.0,8847,50,cc117,2.512,8.181,-0.0,2.831,11240,22759,2.525,0.347,2.713,3.889,2.683,0.428,5
cc117_016.datx,A,2.62,4487,20854,0.0,0.0,8816,50,cc117,3.53,12.769,-0.0,2.841,11240,22759,3.642,0.478,4.079,5.521,4.088,0.646,6
cc117_019.datx,A,3.03,4455,20904,0.0,0.0,8775,50,cc117,4.861,19.739,-0.0,2.856,11240,22759,5.324,0.743,6.011,7.924,5.976,0.921,7
cc117_022.datx,A,3.44,4389,20940,0.0,0.0,8724,50,cc117,6.711,29.363,-0.062,2.873,11240,22759,7.795,1.115,6.055,10.975,8.029,1.047,8
cc117_025.datx,A,3.86,4329,21014,0.0,0.0,8657,50,cc117,8.342,40.133,-0.042,2.897,11240,22759,10.301,1.675,13.66,14.837,10.269,1.101,9
cc117_028.datx,A,4.27,4249,21119,0.0,0.0,8565,50,cc117,13.13,49.945,-0.005,2.929,11240,22759,15.916,1.762,16.524,19.573,12.698,1.11,10
cc117_031.datx,A,4.68,4108,21189,0.0,0.0,8459,50,cc117,19.033,60.067,0.0,2.965,11240,22759,22.719,2.295,14.936,25.025,14.847,0.952,11
cc117_034.datx,A,5.09,4035,21310,0.0,0.0,8362,50,cc117,24.255,67.974,-0.0,2.999,11240,22759,28.843,2.86,18.178,31.579,17.266,0.926,12
cc117_037.datx,A,5.5,3939,21411,0.0,0.0,8264,50,cc117,30.833,76.066,0.0,3.033,11240,22759,36.326,3.404,21.502,38.072,18.063,0.65,13
cc117_040.datx,A,5.91,3831,21535,0.0,0.0,8148,50,cc117,39.394,84.566,0.0,3.074,11240,22759,45.178,3.532,18.263,45.925,19.395,0.74,14
cc117_043.datx,A,6.32,3719,21643,0.0,0.0,8038,50,cc117,46.994,92.623,-0.0,3.112,11240,22759,52.696,3.614,28.748,53.651,19.701,0.68,15
cc117_046.datx,A,6.74,3612,21812,0.0,0.0,7900,50,cc117,58.707,108.338,-0.003,3.16,11240,22759,64.547,4.306,4.648,60.801,18.769,0.956,16
cc117_049.datx,A,7.16,3498,21841,0.0,0.0,7828,50,cc117,60.489,107.241,-0.003,3.185,11240,22759,66.535,4.039,33.91,68.473,17.854,0.997,17
cc117_052.datx,A,7.63,3401,21974,0.0,0.0,7713,50,cc117,76.179,128.809,-0.001,3.224,11240,22759,82.341,4.853,11.966,76.28,16.286,1.079,18
cc117_055.datx,A,8.1,3277,22180,0.0,0.0,7548,50,cc117,81.658,130.286,-0.013,3.282,11240,22759,87.919,4.424,4.705,83.551,14.821,1.06,19
cc117_058.datx,A,8.56,3168,22187,0.0,0.0,7490,50,cc117,83.748,132.868,-0.006,3.302,11240,22759,90.107,4.704,19.316,90.739,13.738,0.852,20
cc117_061.datx,A,9.03,3064,22389,0.0,0.0,7337,50,cc117,92.699,141.311,-0.012,3.355,11240,22759,99.132,4.83,7.395,97.271,13.528,0.827,21
cc117_064.datx,A,9.5,2957,21889,0.0,50.0,7534,50,cc117,96.107,145.907,0.0,3.287,11240,22759,102.591,5.33,11.969,104.126,12.437,0.423,22
cc117_067.datx,A,10.0,5739,25400,0.0,152.0,7169,50,cc117,102.07,157.28,0.0,3.413,11240,22759,108.615,5.103,16.947,109.852,12.205,0.488,23
cc117_070.datx,A,10.49,5632,25510,0.0,40.0,7061,50,cc117,110.347,160.277,0.0,3.451,11240,22759,116.985,5.244,14.056,115.55,12.192,0.486,24
cc117_073.datx,A,10.99,5500,25610,0.0,0.0,6945,50,cc117,117.095,167.704,-0.013,3.491,11240,22759,123.912,5.499,10.984,121.603,11.678,0.427,25
cc117_076.datx,A,11.48,5419,25710,368.0,0.0,6854,50,cc117,122.438,371.871,0.016,3.523,11240,22759,129.343,5.659,4.428,127.107,11.469,0.455,26
cc117_079.datx,A,11.97,5306,25810,0.0,0.0,6748,50,cc117,124.606,176.488,-1.979,3.56,11240,22759,131.528,5.988,13.723,133.125,11.371,0.432,27
cc117_082.datx,A,12.47,5189,25970,0.0,0.0,6609,50,cc117,131.112,187.618,-0.001,3.608,11240,22759,138.313,6.968,11.847,138.785,10.792,0.355,28
cc117_085.datx,A,12.96,5081,26070,10.0,0.0,6505,50,cc117,136.855,190.877,0.011,3.644,11240,22759,144.158,6.446,8.605,144.019,10.535,0.36,29
cc117_088.datx,A,13.46,4966,26220,0.0,0.0,6373,50,cc117,141.007,191.615,0.0,3.69,11240,22759,148.407,6.307,17.211,149.139,10.648,0.35,30
cc117_091.datx,A,13.95,4855,26324,0.0,0.0,6265,50,cc117,149.373,202.899,0.0,3.727,11240,22759,156.898,6.623,5.232,154.103,10.672,0.344,31
cc117_094.datx,A,14.44,4756,26474,15.0,15.0,6141,50,cc117,151.694,203.325,14.803,3.771,11240,22759,159.485,6.68,9.418,159.126,9.907,0.384,32
cc117_097.datx,A,14.94,4658,26501,0.0,0.0,6078,50,cc117,156.309,208.308,-0.001,3.792,11240,22759,164.131,6.829,11.85,164.15,9.695,0.352,33
cc117_100.datx,A,15.43,4561,26601,0.0,0.0,5980,50,cc117,162.053,215.055,-0.002,3.826,11240,22759,169.991,6.937,8.254,169.637,10.281,0.557,34
cc117_103.datx,A,15.92,4473,26674,0.0,0.0,5899,50,cc117,166.007,220.291,-0.007,3.854,11240,22759,174.072,7.156,5.305,174.939,10.268,0.555,35
cc117_106.datx,A,16.42,4390,26755,0.0,0.0,5817,50,cc117,168.594,224.622,-0.012,3.883,11240,22759,176.704,7.41,13.964,179.302,10.065,0.623,36
cc117_109.datx,A,16.91,4315,26826,0.0,10.0,5744,50,cc117,175.267,227.986,0.0,3.908,11240,22759,183.593,7.337,20.094,183.387,9.027,0.873,37
cc117_112.datx,A,17.41,4235,26895,0.0,10.0,5670,50,cc117,185.098,240.379,0.0,3.934,11240,22759,193.528,7.6,5.199,187.428,8.09,0.931,38
cc117_115.datx,A,17.9,4163,27049,0.0,-15.0,5557,50,cc117,187.548,239.522,-15.001,3.973,11240,22759,196.09,7.573,-0.203,191.288,7.502,0.928,39
cc117_118.datx,A,18.4,4095,27052,0.0,0.0,5521,50,cc117,187.279,239.519,-0.014,3.986,11240,22759,195.99,7.697,0.686,195.116,6.92,0.876,40
cc117_121.datx,A,18.89,4027,27152,15.0,0.0,5437,50,cc117,187.637,241.176,0.014,4.015,11240,22759,196.328,7.828,8.402,198.874,5.897,0.833,41
cc117_124.datx,A,19.38,3962,27193,5.0,0.0,5384,50,cc117,191.546,245.414,0.006,4.033,11240,22759,200.478,7.97,8.817,201.921,4.984,0.57,42
cc117_127.datx,A,19.88,3896,27259,0.0,0.0,5318,50,cc117,195.8,249.226,-0.001,4.056,11240,22759,204.823,8.057,7.396,205.43,6.5,0.797,43
cc117_130.datx,A,20.39,3830,27336,0.0,5.0,5247,50,cc117,199.522,252.205,0.0,4.081,11240,22759,208.648,8.119,2.744,210.098,8.83,0.951,44
cc117_133.datx,A,20.95,3758,27484,0.0,0.0,5137,50,cc117,201.002,256.28,0.0,4.119,11240,22759,210.184,8.3,17.238,213.978,8.929,1.214,45
cc117_136.datx,A,21.51,3684,27557,-20.0,0.0,5063,50,cc117,210.514,263.727,-20.0,4.145,11240,22759,219.818,8.291,17.73,218.381,8.354,1.263,46
cc117_139.datx,A,22.07,3611,27622,0.0,0.0,4994,50,cc117,220.328,274.454,-0.008,4.169,11240,22759,229.757,8.45,-7.639,223.122,8.477,1.254,47
cc117_142.datx,A,22.63,3542,27660,0.0,0.0,4941,50,cc117,215.987,270.417,-0.003,4.187,11240,22759,225.487,8.53,8.67,227.588,8.006,1.272,48
cc117_145.datx,A,23.19,3460,27741,0.0,0.0,4859,50,cc117,220.705,277.585,-0.008,4.215,11240,22759,230.342,8.833,12.959,232.876,7.312,1.06,49
cc117_148.datx,A,23.75,3386,27814,0.0,0.0,4786,50,cc117,227.853,280.851,0.0,4.241,11240,22759,237.592,8.698,4.219,236.687,6.59,1.079,50
cc117_151.datx,A,24.31,3319,27896,0.0,15.0,4711,50,cc117,230.141,282.338,0.0,4.267,11240,22759,239.954,8.747,12.922,239.329,7.029,0.892,51
cc117_154.datx,A,24.87,3247,27979,0.0,0.0,4634,50,cc117,237.265,289.964,-0.007,4.294,11240,22759,247.176,8.83,-1.203,242.37,4.928,1.117,52
cc117_157.datx,A,25.43,3170,28042,0.0,20.0,4564,50,cc117,236.438,288.988,0.0,4.318,11240,22759,246.503,8.968,3.066,244.793,2.801,0.922,53
cc117_160.datx,A,25.99,3100,28132,0.0,0.0,4484,50,cc117,238.136,293.539,-0.001,4.346,11240,22759,248.217,9.174,-2.537,246.734,2.188,0.781,54
cc117_163.datx,A,26.55,3025,28199,0.0,40.0,4413,50,cc117,236.615,290.391,0.0,4.371,11240,22759,246.799,9.146,0.896,249.258,2.542,0.956,55
cc117_166.datx,A,27.11,2954,28289,-5.0,20.0,4332,50,cc117,237.077,293.304,-5.0,4.398,11240,22759,247.3,9.281,6.95,251.604,4.761,1.183,56
cc117_169.datx,A,27.67,2879,28349,0.0,10.0,4265,50,cc117,240.86,301.819,0.0,4.422,11240,22759,251.192,9.965,11.514,252.243,3.332,1.75,57
cc117_172.datx,A,28.22,2810,28426,0.0,20.0,4192,50,cc117,247.185,303.282,0.0,4.447,11240,22759,257.62,9.435,10.683,253.232,2.861,1.819,58
cc117_175.datx,A,28.79,2738,28512,0.0,30.0,4113,50,cc117,253.201,316.187,0.0,4.475,11240,22759,263.62,10.449,-22.685,249.903,-4.469,4.288,59
cc117_178.datx,A,29.34,2674,28579,0.0,0.0,4047,50,cc117,240.466,300.136,0.0,4.497,11240,22759,250.954,9.911,7.511,246.307,-10.462,3.991,60
cc117_181.datx,A,29.9,2611,28650,0.0,0.0,3980,50,cc117,244.604,307.721,-0.011,4.521,11240,22759,255.156,10.531,-56.658,246.825,-7.591,5.234,61
cc117_184.datx,A,30.46,2538,28750,0.0,0.0,3894,50,cc117,212.866,276.183,-0.096,4.551,11240,22759,223.522,10.578,-2.517,246.319,-3.413,5.891,62
cc117_187.datx,A,31.02,2470,28830,0.0,0.0,3820,50,cc117,211.409,264.268,-0.142,4.576,11240,22759,222.116,9.487,58.585,242.921,-0.267,5.312,63
cc117_190.datx,A,31.58,2397,28886,0.0,0.0,3755,50,cc117,244.07,296.152,-0.002,4.599,11240,22759,254.826,9.536,-1.495,239.717,-1.142,5.287,64
cc117_193.datx,A,32.16,5790,32416,30.0,0.0,3721,50,cc117,243.109,296.34,-0.011,4.623,11240,22759,253.951,9.671,-21.899,238.668,4.303,4.464,65
cc117_196.datx,A,32.81,5702,32496,10.0,20.0,3558,50,cc117,228.982,284.494,10.0,4.652,11240,22759,239.887,9.697,-17.891,242.082,1.949,5.849,66
cc117_199.datx,A,33.46,5626,32576,0.0,0.0,3523,50,cc117,217.226,271.315,0.0,4.679,11240,22759,228.168,9.86,32.397,248.068,0.437,4.848,67
cc117_202.datx,A,34.15,5546,32685,-40.0,0.0,3430,50,cc117,239.287,296.843,-40.0,4.712,11240,22759,250.306,10.376,14.925,251.595,6.033,4.514,68
cc117_205.datx,A,34.83,5482,32774,0.0,0.0,3354,50,cc117,249.475,310.497,-0.008,4.738,11240,22759,260.488,11.052,6.57,255.232,15.057,2.825,69
cc117_208.datx,A,35.51,5406,32856,30.0,0.0,3275,50,cc117,253.866,311.994,-0.007,4.766,11240,22759,264.971,10.625,10.607,263.079,6.736,2.149,70
cc117_211.datx,A,36.19,5320,32949,0.0,0.0,3185,50,cc117,261.045,320.397,-0.007,4.797,11240,22759,272.207,10.872,-7.012,267.396,3.702,1.54,71
cc117_214.datx,A,36.87,5235,33029,40.0,0.0,3103,50,cc117,256.218,312.419,0.029,4.825,11240,22759,267.423,10.432,6.545,268.923,0.878,1.573,72
cc117_217.datx,A,37.56,5153,33109,0.0,0.0,3022,50,cc117,260.622,318.637,0.0,4.854,11240,22759,271.896,10.765,-5.539,268.362,-2.837,1.441,73
cc117_220.datx,A,38.24,5077,33210,0.0,0.0,2933,50,cc117,256.763,312.158,0.0,4.884,11240,22759,268.12,10.476,-8.725,269.19,1.187,2.746,74
cc117_223.datx,A,38.92,5011,33293,0.0,0.0,2859,50,cc117,250.804,305.521,-0.016,4.91,11240,22759,262.177,10.457,20.761,272.271,4.417,3.353,75
cc117_226.datx,A,39.6,4929,33388,0.0,0.0,2770,50,cc117,264.919,322.702,0.0,4.941,11240,22759,276.33,10.978,9.538,273.36,5.737,2.86,76
cc117_229.datx,A,40.28,4863,33477,0.0,0.0,2693,50,cc117,271.367,324.953,-0.002,4.968,11240,22759,282.842,10.471,-8.064,273.761,2.473,3.978,77
cc117_232.datx,A,40.97,4793,33529,30.0,0.0,2632,50,cc117,265.782,318.087,-0.007,4.989,11240,22759,277.345,10.394,-10.601,279.458,2.336,3.909,78
cc117_235.datx,A,41.65,4710,34086,0.0,-530.0,2312,50,cc117,258.438,313.143,-530.855,5.1,11240,22759,270.107,11.368,30.161,281.325,2.779,3.916,79
cc117_238.datx,A,42.33,4638,33731,0.0,0.0,2453,50,cc117,278.982,330.633,0.0,5.051,11240,22759,290.667,10.484,-7.33,282.995,6.341,3.212,80
cc117_241.datx,A,43.01,4572,33811,0.0,0.0,2380,50,cc117,274.004,329.497,-0.01,5.076,11240,22759,285.662,11.089,8.124,282.075,0.847,5.333,81
cc117_244.datx,A,43.7,4495,33902,0.0,0.0,2296,50,cc117,279.464,334.566,-0.005,5.105,11240,22759,291.214,11.104,-27.122,285.371,-3.086,3.582,82
cc117_247.datx,A,44.38,4419,33982,0.0,0.0,2218,50,cc117,260.901,317.588,0.0,5.133,11240,22759,272.725,11.443,20.338,283.01,-2.673,3.558,83
cc117_250.datx,A,45.06,4349,34041,0.0,0.0,2154,50,cc117,274.824,337.527,0.0,5.155,11240,22759,286.6,13.028,-11.334,286.515,4.417,5.728,84
cc117_253.datx,A,45.74,4293,34162,0.0,0.0,2065,50,cc117,266.963,314.628,-0.013,5.186,11240,22759,278.843,10.46,35.652,288.203,10.301,3.682,85
cc117_256.datx,A,46.43,4212,34224,0.0,0.0,1994,50,cc117,291.268,340.256,0.0,5.211,11240,22759,303.225,10.618,-5.295,295.824,10.12,3.667,86
cc117_259.datx,A,47.11,4145,34316,0.0,0.0,1914,50,cc117,287.609,338.184,0.0,5.238,11240,22759,299.613,10.879,16.362,302.728,13.507,5.377,87
cc117_262.datx,A,47.79,4072,34401,0.0,0.0,1835,50,cc117,298.714,351.78,-0.004,5.266,11240,22759,310.794,11.3,NaN,308.331,5.546,6.252,88
cc117_002.datx,B,0.61,4397,20404,0.0,0.0,7496,50,cc117,0.84,8.47,-0.127,2.779,9740,21259,0.982,1.198,-0.714,0.792,0.109,0.198,1
cc117_005.datx,B,1.03,4413,20428,0.0,0.0,7492,50,cc117,0.409,8.44,-0.513,2.78,9740,21259,0.688,1.246,-0.212,0.743,0.8,0.419,2
cc117_008.datx,B,1.44,4424,20443,0.0,0.0,7490,50,cc117,0.204,9.107,-0.731,2.781,9740,21259,0.601,1.401,1.395,1.243,2.063,0.787,3
cc117_011.datx,B,1.85,4430,20464,0.0,0.0,7483,50,cc117,0.651,11.407,-0.37,2.784,9740,21259,1.176,1.739,-0.519,2.53,3.126,0.848,4
cc117_014.datx,B,2.26,4419,20490,0.0,0.0,7464,50,cc117,0.234,13.336,-1.722,2.79,9740,21259,0.963,2.278,4.959,4.39,3.966,0.816,5
cc117_017.datx,B,2.67,4383,20518,0.0,0.0,7432,50,cc117,2.004,18.838,-0.385,2.801,9740,21259,3.005,3.039,10.276,6.66,6.031,0.986,6
cc117_020.datx,B,3.08,4353,20574,0.0,0.0,7389,50,cc117,5.656,27.777,-0.002,2.816,9740,21259,7.235,4.265,8.494,9.608,8.147,1.008,7
cc117_023.datx,B,3.49,4283,20621,0.0,0.0,7331,50,cc117,8.644,34.23,-0.002,2.836,9740,21259,10.736,5.261,8.273,12.769,9.467,0.766,8
cc117_026.datx,B,3.91,4224,20704,0.0,0.0,7260,50,cc117,11.614,42.631,-0.004,2.861,9740,21259,14.151,5.926,17.658,16.804,11.104,0.588,9
cc117_029.datx,B,4.32,4074,20791,0.0,0.0,7141,50,cc117,18.51,54.82,0.0,2.902,9740,21259,21.421,6.43,14.132,21.72,12.503,0.633,10
cc117_032.datx,B,4.73,4038,20920,0.0,0.0,7059,50,cc117,24.028,63.71,-0.008,2.931,9740,21259,27.215,6.535,4.371,27.302,13.858,0.753,11
cc117_035.datx,B,5.14,3935,20994,0.0,0.0,6970,50,cc117,25.386,69.66,0.0,2.962,9740,21259,29.015,6.422,20.292,33.327,15.33,0.765,12
cc117_038.datx,B,5.55,3816,21106,0.0,0.0,6855,50,cc117,33.467,78.032,0.0,3.002,9740,21259,37.368,6.145,19.019,39.666,16.34,0.676,13
cc117_041.datx,B,5.96,3707,21221,0.0,0.0,6743,50,cc117,41.394,86.277,0.0,3.041,9740,21259,45.198,5.732,20.002,46.795,17.443,0.761,14
cc117_044.datx,B,6.38,3594,21340,0.0,0.0,6627,50,cc117,49.75,94.785,-0.001,3.081,9740,21259,53.432,5.317,19.519,53.474,17.904,0.609,15
cc117_047.datx,B,6.79,3494,21500,0.0,0.0,6497,50,cc117,57.788,104.06,0.0,3.126,9740,21259,61.478,5.255,15.41,60.285,18.225,0.464,16
cc117_050.datx,B,7.23,3376,21569,0.0,0.0,6403,50,cc117,64.576,110.27,0.0,3.158,9740,21259,68.336,5.077,24.73,68.108,17.358,0.529,17
cc117_053.datx,B,7.7,3258,21729,0.0,0.0,6264,50,cc117,76.118,125.241,-0.023,3.207,9740,21259,79.863,4.263,9.126,76.181,16.804,0.487,18
cc117_056.datx,B,8.16,3147,21801,0.0,0.0,6173,50,cc117,80.329,127.656,-0.009,3.239,9740,21259,84.116,5.494,17.132,83.778,15.884,0.497,19
cc117_059.datx,B,8.63,3018,21894,0.0,0.0,6062,50,cc117,88.322,135.006,0.0,3.277,9740,21259,92.092,5.369,13.069,91.157,15.246,0.436,20
cc117_062.datx,B,9.1,2925,22014,0.0,0.0,5955,50,cc117,94.452,140.89,-0.009,3.314,9740,21259,98.191,5.442,18.259,98.31,14.787,0.385,21
cc117_065.datx,B,9.56,2818,22126,0.0,0.0,5846,50,cc117,102.954,149.501,-0.016,3.352,9740,21259,106.732,5.569,10.697,105.426,14.269,0.299,22
cc117_068.datx,B,10.11,5574,25110,0.0,0.0,5732,50,cc117,108.665,157.51,-0.036,3.392,9740,21259,112.514,4.907,15.655,113.642,14.918,0.85,23
cc117_071.datx,B,10.6,5461,25210,0.0,0.0,5625,50,cc117,116.352,162.878,-0.002,3.429,9740,21259,120.229,5.533,14.328,119.791,13.304,1.205,24
cc117_074.datx,B,11.09,5348,25322,0.0,0.0,5513,50,cc117,123.215,172.559,-0.006,3.468,9740,21259,127.289,5.389,31.019,125.782,12.18,1.275,25
cc117_077.datx,B,11.59,5230,25422,0.0,0.0,5404,50,cc117,138.617,197.706,-0.003,3.506,9740,21259,142.627,4.476,-8.362,132.51,11.177,1.54,26
cc117_080.datx,B,12.08,5114,25522,0.0,0.0,5296,50,cc117,134.212,183.914,-0.005,3.543,9740,21259,138.501,5.436,1.314,138.251,11.452,1.204,27
cc117_083.datx,B,12.57,5010,25672,0.0,0.0,5169,50,cc117,134.717,187.6,-0.017,3.587,9740,21259,139.151,8.065,14.077,143.89,10.472,1.15,28
cc117_086.datx,B,13.07,4901,25728,0.0,0.0,5086,50,cc117,141.559,190.756,0.0,3.616,9740,21259,146.088,6.824,19.541,149.335,9.912,1.089,29
cc117_089.datx,B,13.56,4802,25852,0.0,0.0,4975,50,cc117,151.047,201.469,0.0,3.655,9740,21259,155.761,7.126,12.943,154.604,9.603,1.053,30
cc117_092.datx,B,14.05,4710,25942,0.0,0.0,4884,50,cc117,157.349,206.474,0.0,3.686,9740,21259,162.146,5.86,2.11,158.583,10.805,0.611,31
cc117_095.datx,B,14.55,4630,26025,0.0,0.0,4802,50,cc117,158.252,208.06,0.0,3.714,9740,21259,163.188,7.046,12.42,163.728,10.957,0.594,32
cc117_098.datx,B,15.04,4547,26104,0.0,0.0,4721,50,cc117,164.139,215.196,-0.001,3.743,9740,21259,169.315,6.596,10.716,168.826,9.691,0.592,33
cc117_101.datx,B,15.54,4466,26195,0.0,0.0,4635,50,cc117,169.329,220.102,0.0,3.772,9740,21259,174.614,6.771,7.829,173.557,8.526,0.445,34
cc117_104.datx,B,16.03,4389,26268,0.0,0.0,4560,50,cc117,172.999,224.398,0.0,3.798,9740,21259,178.485,6.958,12.808,178.158,8.703,0.483,35
cc117_107.datx,B,16.53,4306,26343,0.0,0.0,4481,50,cc117,179.2,234.049,-0.001,3.826,9740,21259,184.846,6.232,0.506,180.652,6.849,1.303,36
cc117_110.datx,B,17.02,4240,26423,0.0,0.0,4408,50,cc117,179.319,231.507,0.0,3.851,9740,21259,185.096,7.75,7.176,182.885,4.276,1.567,37
cc117_113.datx,B,17.51,4156,26491,0.0,0.0,4332,50,cc117,182.652,233.855,-0.057,3.878,9740,21259,188.64,7.169,17.231,185.548,3.394,1.437,38
cc117_116.datx,B,18.01,4080,26560,0.0,0.0,4260,50,cc117,191.036,243.537,-0.009,3.903,9740,21259,197.141,6.873,-25.732,188.274,3.39,1.436,39
cc117_119.datx,B,18.5,4003,26625,0.0,0.0,4189,50,cc117,178.115,234.966,-0.053,3.927,9740,21259,184.432,9.03,-2.185,190.169,2.719,1.786,40
cc117_122.datx,B,19.0,3931,26689,0.0,0.0,4121,50,cc117,176.911,237.228,-0.006,3.951,9740,21259,183.354,10.252,20.133,195.234,6.547,2.79,41
cc117_125.datx,B,19.49,3854,26750,0.0,0.0,4052,50,cc117,186.729,239.947,-0.004,3.975,9740,21259,193.297,7.981,11.898,198.993,7.897,2.724,42
cc117_128.datx,B,19.98,3778,26817,0.0,0.0,3980,50,cc117,192.469,246.447,-0.001,4.0,9740,21259,199.174,8.291,35.22,203.507,10.05,2.563,43
cc117_131.datx,B,20.52,3704,26966,0.0,0.0,3869,50,cc117,211.219,272.33,0.0,4.039,9740,21259,218.115,10.7,-8.39,207.296,12.998,1.983,44
cc117_134.datx,B,21.08,3623,26972,0.0,0.0,3825,50,cc117,206.38,260.08,-0.0,4.054,9740,21259,213.421,8.245,16.357,214.01,10.334,1.874,45
cc117_137.datx,B,21.64,3539,27053,0.0,0.0,3743,50,cc117,215.421,267.888,-0.001,4.082,9740,21259,222.581,7.996,3.514,219.803,8.453,1.643,46
cc117_140.datx,B,22.2,3458,27125,0.0,0.0,3666,50,cc117,217.193,269.4,0.0,4.109,9740,21259,224.547,7.983,6.32,224.288,5.185,1.055,47
cc117_143.datx,B,22.76,3383,27203,0.0,0.0,3590,50,cc117,220.609,273.296,0.0,4.135,9740,21259,228.086,8.15,8.56,228.341,7.855,1.371,48
cc117_146.datx,B,23.32,3290,27275,0.0,0.0,3507,50,cc117,225.273,276.912,0.0,4.164,9740,21259,232.87,7.984,-4.413,235.298,10.523,2.315,49
cc117_149.datx,B,23.88,3213,27352,0.0,0.0,3430,50,cc117,222.628,280.819,-0.004,4.191,9740,21259,230.397,7.02,28.774,239.699,10.726,2.267,50
cc117_152.datx,B,24.44,3129,27434,0.0,0.0,3347,50,cc117,238.594,302.34,-0.016,4.22,9740,21259,246.462,7.496,28.076,244.465,10.365,2.331,51
cc117_155.datx,B,25.0,3046,27529,0.0,0.0,3258,50,cc117,254.148,314.397,-0.018,4.251,9740,21259,262.154,7.284,-15.821,249.09,9.251,2.472,52
cc117_158.datx,B,25.56,2960,27575,0.0,0.0,3192,50,cc117,245.181,306.408,0.0,4.273,9740,21259,253.302,7.501,8.359,253.194,7.5,2.616,53
cc117_161.datx,B,26.11,2881,27655,0.0,0.0,3113,50,cc117,249.71,308.35,0.0,4.301,9740,21259,257.969,7.463,4.496,258.102,3.895,1.545,54
cc117_164.datx,B,26.67,2806,27734,0.0,0.0,3036,50,cc117,252.158,305.276,-0.006,4.328,9740,21259,260.487,7.704,1.95,260.564,1.988,1.13,55
cc117_167.datx,B,27.23,2719,27811,0.0,0.0,2954,50,cc117,253.16,306.203,0.0,4.356,9740,21259,261.576,7.787,5.72,261.717,4.25,0.57,56
cc117_170.datx,B,27.79,2642,27865,0.0,0.0,2888,50,cc117,256.228,307.197,0.0,4.379,9740,21259,264.779,8.111,-1.974,264.205,3.818,0.504,57
cc117_173.datx,B,28.35,2565,27911,0.0,0.0,2827,50,cc117,255.014,307.127,0.0,4.4,9740,21259,263.676,8.025,11.723,267.07,4.877,0.765,58
cc117_176.datx,B,28.91,2483,28021,0.0,0.0,2731,50,cc117,261.533,312.409,0.0,4.434,9740,21259,270.254,8.515,0.788,269.708,5.456,0.69,59
