strain,fit,x1,x2,x3
bgt127,48h,0.795662945367875,15.037386880422876,0.05333588296149153
jt305,48h,0.1971381696125709,27.562775463856774,0.028624150325783585
gob33,48h,0.24610684737783783,48.263353013923464,0.02890430641583694
y55,48h,0.4268739002313212,57.56416917038471,0.03800679342422817
bh1514,48h,0.3332118384164531,24.465281727352412,0.036341722097147214
ea387,48h,0.8797254680051552,9.025235999933678,0.028467510988185972
cc117,48h,0.9843592911880853,18.636752302866313,0.052843183623250745
sw520,48h,0.6994590911374055,23.127993766360824,0.05638144017571306
sw519,48h,0.3167663424292989,24.554407739633252,0.050412720609085096
