strain,fit,u0,x1,x2,x3
jt305,48h,0.35,0.2609181275854798,0.025846172464048394,19.61847156714793
jt305,48h,0.36,0.25926793031644385,0.02633245518736849,19.896040590283658
jt305,48h,0.37,0.25763260318008385,0.026518221624558268,20.081595551702293
jt305,48h,0.38,0.2559417993883807,0.026762214288322407,20.292212526988536
jt305,48h,0.39,0.25457430492926136,0.026271657369129005,20.245061379314762
jt305,48h,0.4,0.2530996967450981,0.026382673755629363,20.399319462748434
jt305,48h,0.41,0.25167510502858054,0.026561402242233703,20.573309572519147
jt305,48h,0.42,0.2502827640534181,0.02673167123292065,20.743874306476123
jt305,48h,0.43,0.248906354621255,0.027006498988910825,20.949190907824665
jt305,48h,0.44,0.24737405192804726,0.02624332718580381,20.827153044425245
jt305,48h,0.45,0.24630739997179363,0.02696526246804185,21.157895725474347
jt305,48h,0.46,0.24504926664139384,0.02706413888636407,21.300112681760158
jt305,48h,0.47,0.24382164081645344,0.027210845949409004,21.457185141041773
jt305,48h,0.48,0.2426176791205261,0.027350900253719522,21.611500934987635
jt305,48h,0.49,0.241372404261385,0.027350851577874244,21.723249234735853
jt305,48h,0.5,0.24020241203227236,0.02709002934318224,21.742002468151608
gob33,48h,0.01,0.48065322892653634,0.017170358316468366,21.091557093007758
gob33,48h,0.02,0.43783113766193543,0.01833270222836476,23.595708631049945
gob33,48h,0.03,0.4133735858104642,0.01882026458493977,25.189108954051687
gob33,48h,0.04,0.39654067007854443,0.018676003214404432,26.19833910465383
gob33,48h,0.05,0.38319334436917585,0.019323858364250716,27.373337869493866
gob33,48h,0.06,0.3727344172672984,0.018937814609388978,27.99037262303183
gob33,48h,0.07,0.363714042151907,0.01952815998981542,28.957956316529113
gob33,48h,0.08,0.3559712427019372,0.019129677369459832,29.407861578176117
gob33,48h,0.09,0.3491448617705354,0.019876058363191833,30.335812337194792
gob33,48h,0.1,0.3430944267229271,0.01966830440336873,30.76976250465073
gob33,48h,0.11,0.33761568506173006,0.02017060306632828,31.520755403341592
gob33,48h,0.12,0.332714451850603,0.02007377993841071,31.9371615126884
gob33,48h,0.13,0.3280731217494724,0.020433219240774885,32.574667563958535
gob33,48h,0.14,0.3237815088201554,0.019935240971637756,32.74733449221145
gob33,48h,0.15,0.3199275155200166,0.020087577997961386,33.22327805366468
gob33,48h,0.16,0.31635137379852896,0.020250040313618104,33.686770236592196
gob33,48h,0.17,0.31293805502791633,0.020277666171427587,34.070123040760514
gob33,48h,0.18,0.30987310812439595,0.020517379525903302,34.53951208942875
gob33,48h,0.19,0.306432776734184,0.02019907243194706,34.75053925312995
gob33,48h,0.2,0.3037950323303748,0.020444651300520103,35.190745139584855
gob33,48h,0.21,0.30125213367072273,0.020663502112206758,35.61256464057274
gob33,48h,0.22,0.29879508124205306,0.020857734901784872,36.01731500254867
gob33,48h,0.23,0.296420462793632,0.02100855864271087,36.39382760202553
gob33,48h,0.24,0.2941242599181475,0.021162365119150033,36.7683034201558
gob33,48h,0.25,0.2918938074924116,0.02129414551629467,37.12736497519569
gob33,48h,0.26,0.28972372411458,0.021402963731170625,37.470495247497276
gob33,48h,0.27,0.28757146908301523,0.021412751815776794,37.757487279841854
gob33,48h,0.28,0.2853900695129217,0.021146399070571142,37.88730238627072
gob33,48h,0.29,0.28351877836578465,0.021237884640532678,38.193603895945046
gob33,48h,0.3,0.2817759674157083,0.021371089892357097,38.512065666710974
gob33,48h,0.31,0.2799396417998325,0.021221279994711465,38.69144289399472
gob33,48h,0.32,0.2783896118980509,0.02169150987907757,39.18600760659282
gob33,48h,0.33,0.2766607518366628,0.02176275743268376,39.469344116276616
gob33,48h,0.34,0.2750936517205829,0.02166343741888868,39.63412490496646
gob33,48h,0.35,0.27355670870775006,0.02173396460456156,39.90219963179833
gob33,48h,0.36,0.2720896044155275,0.021824190676045827,40.17559815892238
gob33,48h,0.37,0.2706694026371404,0.021964881668799213,40.476731975229406
gob33,48h,0.38,0.2692141835956375,0.022009716266976908,40.725047890228225
gob33,48h,0.39,0.2678700342935706,0.022020320680768847,40.93802203005409
gob33,48h,0.4,0.266525901352171,0.022072928881119717,41.179597363806415
gob33,48h,0.41,0.26521228651584655,0.02212723307265822,41.41995576242466
gob33,48h,0.42,0.26391947585406184,0.022171873655000437,41.65302925971446
gob33,48h,0.43,0.2626408753732539,0.0222080812677528,41.88015566972669
gob33,48h,0.44,0.26146704493272793,0.02225492624997838,42.10084417027661
gob33,48h,0.45,0.26027384206118387,0.022293441424373717,42.32049414007069
gob33,48h,0.46,0.2587652193057174,0.022168209495047796,42.48150927921172
gob33,48h,0.47,0.2576011923674299,0.022166886806265624,42.647864625900056
gob33,48h,0.48,0.256907540122143,0.022595936030053713,43.06220822940681
gob33,48h,0.49,0.2554950801165762,0.022333453994203438,43.14036256411932
gob33,48h,0.5,0.25450546520134676,0.022407104792205236,43.35972098143775
