file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom,strain,mid_height,max_height,min_height,width,hL,hR,avg_height,std_height,forward_change,smooth_height,slope,slope_error
mixstrain_228.datx,C,37.67,4560,37398,0.0,0.0,2581,50,mixstrain,164.374,192.704,0.0,5.701,13240,24759,168.364,3.634,-2.615,166.387,2.615,0.507
mixstrain_231.datx,C,38.28,4437,37513,0.0,0.0,2462,50,mixstrain,162.746,192.489,0.0,5.742,13240,24759,166.761,3.69,1.063,167.949,2.488,0.507
mixstrain_234.datx,C,38.9,4309,37632,0.0,0.0,2338,50,mixstrain,163.456,193.295,0.0,5.785,13240,24759,167.416,3.633,8.642,169.721,2.434,0.498
mixstrain_237.datx,C,39.51,4173,37767,0.0,0.0,2203,50,mixstrain,168.727,196.669,0.0,5.832,13240,24759,172.707,3.614,-0.62,170.87,2.15,0.543
mixstrain_240.datx,C,40.12,4057,37922,0.0,0.0,2067,50,mixstrain,168.337,196.835,0.0,5.879,13240,24759,172.326,3.606,4.17,171.936,2.434,0.482
mixstrain_243.datx,C,40.74,3943,38044,0.0,0.0,1949,50,mixstrain,171.074,199.077,0.0,5.92,13240,24759,174.884,3.464,-2.045,173.396,2.111,0.468
mixstrain_246.datx,C,41.35,3825,38145,0.0,0.0,1840,50,mixstrain,169.706,198.567,0.0,5.958,13240,24759,173.629,3.555,3.592,174.567,1.105,0.312
mixstrain_249.datx,C,41.96,3695,38289,0.0,0.0,1703,50,mixstrain,171.926,200.317,0.0,6.006,13240,24759,175.828,3.551,1.876,175.324,1.274,0.317
mixstrain_252.datx,C,42.58,3555,38378,0.0,0.0,1588,50,mixstrain,173.171,201.145,0.0,6.046,13240,24759,176.98,3.478,-2.228,176.169,1.084,0.292
mixstrain_255.datx,C,43.19,3030,38084,0.0,0.0,1473,50,mixstrain,171.723,200.287,0.0,6.086,13240,24759,175.613,3.542,3.915,177.036,1.619,0.314
mixstrain_258.datx,C,43.8,3282,38601,0.0,0.0,1340,50,mixstrain,174.212,201.514,0.0,6.132,13240,24759,178.017,3.446,0.357,178.157,1.601,0.311
mixstrain_261.datx,C,44.42,3090,38801,0.0,0.0,1144,50,mixstrain,174.395,203.49,0.0,6.2,13240,24759,178.235,3.535,4.422,178.705,1.312,0.393
mixstrain_264.datx,C,45.03,2970,38797,0.0,0.0,1086,50,mixstrain,177.263,205.996,0.0,6.22,13240,24759,180.947,3.491,0.859,179.458,1.528,0.523
mixstrain_267.datx,C,45.64,2070,38110,0.0,0.0,980,50,mixstrain,177.75,206.245,0.0,6.257,13240,24759,181.475,3.464,-2.391,180.152,0.88,0.436
mixstrain_270.datx,C,46.35,2785,39017,0.0,0.0,884,50,mixstrain,176.045,203.96,0.0,6.29,13240,24759,179.795,3.434,1.799,178.519,-1.405,1.211
mixstrain_273.datx,C,47.05,2633,39123,0.0,0.0,755,50,mixstrain,177.363,205.475,0.0,6.335,13240,24759,181.056,3.44,-12.558,181.678,4.327,3.802
mixstrain_276.datx,C,47.75,2608,38986,0.0,0.0,811,50,mixstrain,168.606,198.179,0.0,6.316,13240,24759,172.196,3.606,-6.533,183.282,6.616,5.39
mixstrain_279.datx,C,48.45,2511,39027,0.0,0.0,742,50,mixstrain,164.394,193.152,0.0,6.34,13240,24759,167.615,3.66,155.033,187.575,10.631,8.41
mixstrain_D.datx,C,48.7,786,37574,0.0,0.0,606,50,mixstrain,201.303,232.781,-0.0,6.387,13240,24759,205.082,3.944,-98.566,190.144,10.631,8.41
mixstrain_E.datx,C,48.85,695,35307,0.0,0.0,1694,50,mixstrain,177.098,227.927,0.0,6.009,13240,24759,189.859,10.927,69.677,191.786,10.631,8.41
mixstrain_F.datx,C,48.99,814,34132,0.0,0.0,2341,50,mixstrain,193.718,227.249,0.0,5.784,13240,24759,199.73,6.007,NaN,193.292,10.631,8.41
