file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom
bh1514_238.datx,A,46.8588888888889,2596,39269,0,0,663,50
bh1514_241.datx,A,47.5988888888889,1774,38679,0,5,547,50
bh1514_244.datx,A,48.3388888888889,1018,38064,-10,0,477,50
bh1514_247.datx,A,49.0833333333333,2280,39680,0,0,300,50
bh1514_002.datx,B,0.778333333333333,3205,24524,0,0,9090,50
bh1514_005.datx,B,1.14111111111111,3185,24537,0,0,9074,50
bh1514_008.datx,B,1.50388888888889,3165,24564,0.2,0.2,9050,50
bh1514_011.datx,B,1.86666666666667,3129,24594,0.4,0.4,9017,50
bh1514_014.datx,B,2.22944444444444,3101,24647,0.8,0.8,8977,50
bh1514_017.datx,B,2.59222222222222,3051,24691,1.2,1.2,8930,50
bh1514_020.datx,B,2.95444444444444,2998,24738,0.4,0.4,8880,50
bh1514_023.datx,B,3.31722222222222,2935,24823,0.4,0.4,8806,50
bh1514_026.datx,B,3.68,2866,24914,0.4,0.4,8726,50
bh1514_029.datx,B,4.04222222222222,2765,24987,0.4,0.4,8639,50
bh1514_032.datx,B,4.40666666666667,2675,25085,0.4,0.4,8545,50
bh1514_035.datx,B,4.76944444444445,2564,25179,0,0,8442,50
bh1514_038.datx,B,5.21555555555556,2442,25277,0,0,8332,50
bh1514_041.datx,B,5.66166666666667,2353,25368,0,0,8242,50
bh1514_044.datx,B,6.10777777777778,2296,25520,-5,0,8138,50
bh1514_047.datx,B,6.55388888888889,2212,25533,0,10,8089,50
bh1514_050.datx,B,7.00055555555556,2047,25637,0,0,7955,50
bh1514_053.datx,B,7.44666666666667,2048,25687,0,0,7930,50
bh1514_056.datx,B,7.89277777777778,1967,25765,0,0,7851,50
bh1514_059.datx,B,8.33944444444444,1915,25815,0,0,7800,50
bh1514_062.datx,B,8.78555555555556,1865,25930,5,0,7717,50
bh1514_065.datx,B,9.23222222222222,1815,26019,0,0,7648,50
bh1514_068.datx,B,9.72777777777778,4565,28993,10,0,7536,50
bh1514_071.datx,B,10.2477777777778,4464,29056,10,0,7454,50
bh1514_074.datx,B,10.7683333333333,4384,29268,20,0,7308,50
bh1514_077.datx,B,11.2877777777778,4290,29290,5,-10,7250,50
bh1514_080.datx,B,11.8077777777778,4134,29332,5,0,7151,50
bh1514_083.datx,B,12.3266666666667,4141,29460,10,-5,7090,50
bh1514_086.datx,B,12.8466666666667,4091,29557,20,25,7017,50
bh1514_089.datx,B,13.3672222222222,3929,29634,15,-5,6897,50
bh1514_092.datx,B,13.8861111111111,3790,29753,0,4,6768,50
bh1514_095.datx,B,14.4061111111111,3759,29857,0,2,6701,50
bh1514_098.datx,B,14.925,3669,29962,0,0,6603,50
bh1514_101.datx,B,15.445,3557,30068,0,0,6494,50
bh1514_104.datx,B,15.9694444444444,3447,30142,5,5,6402,50
bh1514_107.datx,B,16.5222222222222,3358,30255,0,0,6301,50
bh1514_110.datx,B,17.0755555555556,3260,30383,0,0,6188,50
bh1514_113.datx,B,17.6277777777778,3161,30476,0,20,6092,50
bh1514_116.datx,B,18.1811111111111,3056,30585,0,0,5985,50
bh1514_119.datx,B,18.7361111111111,2960,30697,-5,0,5881,50
bh1514_122.datx,B,19.3388888888889,2853,30832,10,0,5760,50
bh1514_125.datx,B,21.1394444444444,2513,31169,5,20,5422,50
bh1514_128.datx,B,21.7305555555556,2404,31299,0,20,5302,50
bh1514_131.datx,B,22.3227777777778,2307,31430,0,0,5188,50
bh1514_134.datx,B,22.9144444444444,2171,31515,0,0,5078,50
bh1514_137.datx,B,23.5305555555556,3785,33399,0,35,4943,50
bh1514_140.datx,B,24.1577777777778,3707,33619,0,4,4794,50
bh1514_143.datx,B,24.785,3534,33556,0,20,4739,50
bh1514_146.datx,B,25.4127777777778,3440,33710,10,10,4615,50
bh1514_149.datx,B,26.04,3278,33952,0,0,4413,50
bh1514_152.datx,B,26.6666666666667,3160,34012,10,0,4324,50
bh1514_155.datx,B,27.2933333333333,3040,34162,5,0,4189,50
bh1514_158.datx,B,27.92,2925,34368,0,0,4028,50
bh1514_161.datx,B,28.5472222222222,2756,34542,20,0,3857,50
bh1514_164.datx,B,29.1738888888889,2698,34651,10,0,3773,50
bh1514_167.datx,B,29.8005555555556,2589,34700,10,0,3694,50
bh1514_170.datx,B,30.4527777777778,4188,36593,0,0,3547,50
bh1514_173.datx,B,31.1138888888889,4071,36655,0,0,3458,50
bh1514_176.datx,B,31.7766666666667,3944,36873,0,0,3285,50
bh1514_179.datx,B,32.4377777777778,3835,36960,0,0,3187,50
bh1514_182.datx,B,33.0994444444444,3730,37123,0,0,3053,50
bh1514_185.datx,B,33.7627777777778,3571,37194,0,0,2938,50
bh1514_188.datx,B,34.4233333333333,3456,37309,0,0,2823,50
bh1514_191.datx,B,35.1411111111111,5091,39193,0,0,2699,50
bh1514_194.datx,B,35.8844444444444,4907,39336,0,0,2535,50
bh1514_197.datx,B,36.6266666666667,4778,39480,0,0,2399,50
bh1514_200.datx,B,37.3705555555556,4639,39685,0,20,2227,50
bh1514_203.datx,B,38.1133333333333,4506,39737,0,0,2134,50
bh1514_206.datx,B,38.855,4376,39821,0,0,2027,50
bh1514_209.datx,B,39.5994444444444,4254,39986,0,0,1884,50
bh1514_212.datx,B,40.3433333333333,4120,40196,0,0,1712,50
bh1514_215.datx,B,41.0861111111111,4034,40295,0,0,1619,50
bh1514_218.datx,B,41.8277777777778,3844,40420,0,0,1462,50
bh1514_221.datx,B,42.5705555555556,3732,40569,0,0,1331,50
bh1514_224.datx,B,43.3127777777778,3602,40731,0,0,1185,50
bh1514_227.datx,B,44.055,3454,40916,0,0,1019,50
bh1514_230.datx,B,44.7961111111111,3378,40937,0,10,970,50
bh1514_233.datx,B,45.5405555555556,3222,41140,0,0,791,50
bh1514_236.datx,B,46.285,3108,41247,0,0,680,50
bh1514_239.datx,B,47.0255555555556,3023,41425,0,0,549,50
bh1514_242.datx,B,47.7644444444444,2859,41496,0,20,431,50
bh1514_245.datx,B,48.5055555555556,2757,41641,0,0,308,50
bh1514_248.datx,B,49.2733333333333,2640,41757,0,0,191,50
bh1514_003.datx,C,0.845555555555555,3246,24440,0,0,9153,50
bh1514_006.datx,C,1.20833333333333,3230,24466,0,0,9132,50
bh1514_009.datx,C,1.57111111111111,3193,24486,0,1,9103,50
